GKZ	Gebiet	Wahlberechtigte	StimmenAbgegeben	StimmenGueltig	StimmenUngueltig	SPÖ	ÖVP	FPÖ	BZÖ	GRÜNE	FRANK	NEOS	KPÖ	PIRAT	CPÖ	WANDL	M	EUAUS	SLP
62203	Bad Waltersdorf	1761	1273	1250	23	156	457	257	47	84	205	28	4	8	4	0	0	0	0
62204	Blaindorf	552	454	443	11	77	88	144	22	19	80	6	4	3	0	0	0	0	0
62205	Buch-St. Magdalena	1809	1348	1336	12	223	427	353	41	74	171	30	6	5	6	0	0	0	0
62206	Burgau	867	619	609	10	169	150	133	24	42	61	18	6	4	2	0	0	0	0
62207	Dechantskirchen	1375	1009	996	13	244	384	207	15	45	65	21	3	7	5	0	0	0	0
62208	Dienersdorf	553	414	404	10	48	89	110	26	34	79	13	1	4	0	0	0	0	0
62209	Ebersdorf	1020	779	763	16	78	220	257	41	25	111	26	2	1	2	0	0	0	0
62210	Eichberg	1017	782	768	14	136	247	224	17	32	94	15	1	2	0	0	0	0	0
62211	Friedberg	2187	1658	1626	32	439	464	338	37	99	162	62	7	14	4	0	0	0	0
62212	Fürstenfeld	4829	3134	3081	53	567	839	660	134	276	407	110	33	21	34	0	0	0	0
62213	Grafendorf bei Hartberg	2087	1551	1522	29	222	526	387	36	97	205	33	10	1	5	0	0	0	0
62214	Greinbach	1484	1119	1092	27	179	400	275	28	49	131	20	2	8	0	0	0	0	0
62215	Großhart	518	411	399	12	35	115	113	19	15	99	2	0	1	0	0	0	0	0
62216	Großsteinbach	1057	819	809	10	72	286	209	45	49	117	15	10	3	3	0	0	0	0
62217	Großwilfersdorf	1143	787	776	11	103	287	168	33	43	101	18	10	3	10	0	0	0	0
62218	Hainersdorf	529	390	380	10	29	143	81	13	33	63	13	1	2	2	0	0	0	0
62219	Hartberg	5161	3372	3324	48	566	979	740	130	339	358	169	22	11	10	0	0	0	0
62220	Hartberg Umgebung	1707	1274	1255	19	126	595	275	46	69	103	36	4	0	1	0	0	0	0
62221	Hartl	673	579	572	7	48	234	136	27	16	91	15	3	1	1	0	0	0	0
62222	Hofkirchen bei Hartberg	520	410	395	15	41	115	95	12	30	73	20	1	6	2	0	0	0	0
62223	Ilz	2112	1474	1450	24	187	351	349	82	144	230	53	14	29	11	0	0	0	0
62224	Kaibing	338	270	264	6	63	72	64	7	7	39	4	2	3	3	0	0	0	0
62225	Kaindorf	1189	845	834	11	105	282	236	33	47	98	28	1	4	0	0	0	0	0
62226	Lafnitz	1082	835	818	17	269	208	190	28	37	69	12	4	1	0	0	0	0	0
62227	Limbach bei Neudau	284	242	231	11	33	68	52	14	12	38	3	3	4	4	0	0	0	0
62228	Loipersdorf bei Fürstenfeld	1166	813	800	13	78	223	238	34	56	133	19	3	4	12	0	0	0	0
62229	Mönichwald	734	591	570	21	96	171	151	29	23	70	14	8	0	8	0	0	0	0
62230	Nestelbach im Ilztal	949	690	673	17	76	123	213	45	50	133	9	12	3	9	0	0	0	0
62231	Neudau	884	610	593	17	249	87	119	15	39	64	9	9	1	1	0	0	0	0
62232	Ottendorf an der Rittschein	1265	840	824	16	135	203	238	26	51	139	12	5	6	9	0	0	0	0
62233	Pinggau	2584	1874	1842	32	417	639	428	65	83	141	48	8	8	5	0	0	0	0
62234	Pöllau	1760	1269	1246	23	309	370	240	45	128	103	31	10	4	6	0	0	0	0
62235	Pöllauberg	1773	1404	1389	15	202	531	313	37	79	180	25	10	6	6	0	0	0	0
62236	Puchegg	460	345	342	3	58	159	77	3	14	26	3	0	2	0	0	0	0	0
62237	Rabenwald	521	431	418	13	145	89	97	15	10	46	9	5	0	2	0	0	0	0
62238	Riegersberg	858	671	656	15	89	275	152	22	28	66	12	3	4	5	0	0	0	0
62239	Rohr bei Hartberg	914	648	641	7	138	196	171	20	33	67	10	4	1	1	0	0	0	0
62240	Rohrbach an der Lafnitz	900	659	651	8	243	94	141	49	40	52	21	9	0	2	0	0	0	0
62241	Saifen-Boden	900	700	684	16	100	248	201	17	32	66	9	3	8	0	0	0	0	0
62242	Sankt Jakob im Walde	904	660	643	17	132	279	122	15	17	59	12	1	2	4	0	0	0	0
62243	Sankt Johann bei Herberstein	303	235	234	1	38	60	49	12	33	31	9	1	1	0	0	0	0	0
62244	Sankt Johann in der Haide	1645	1181	1157	24	279	295	311	39	59	156	11	6	0	1	0	0	0	0
62245	Sankt Lorenzen am Wechsel	1313	971	947	24	188	393	203	23	42	78	14	3	0	3	0	0	0	0
62246	Schachen bei Vorau	1006	845	836	9	94	342	223	24	43	82	16	4	5	3	0	0	0	0
62247	Schäffern	1137	949	934	15	111	471	197	26	29	50	37	3	4	6	0	0	0	0
62248	Schlag bei Thalberg	778	570	564	6	215	121	118	20	27	38	17	3	5	0	0	0	0	0
62249	Schönegg bei Pöllau	1136	872	858	14	142	327	210	18	30	106	10	11	3	1	0	0	0	0
62250	Sebersdorf	1184	908	888	20	147	270	241	26	55	119	17	7	5	1	0	0	0	0
62251	Siegersdorf bei Herberstein	245	186	183	3	25	56	54	5	9	30	3	0	0	1	0	0	0	0
62252	Söchau	1206	885	874	11	140	238	221	30	75	140	17	5	1	7	0	0	0	0
62253	Sonnhofen	849	688	680	8	177	263	114	19	21	65	9	8	3	1	0	0	0	0
62254	Stambach	516	366	350	16	42	151	104	11	10	18	12	1	0	1	0	0	0	0
62255	Stein	420	324	317	7	27	68	100	13	26	61	8	3	0	11	0	0	0	0
62256	Stubenberg	1938	1285	1269	16	244	350	306	36	85	189	41	9	7	2	0	0	0	0
62257	Tiefenbach bei Kaindorf	593	422	412	10	57	98	124	19	23	73	12	1	4	1	0	0	0	0
62258	Übersbach	974	664	655	9	107	194	131	19	57	112	23	5	1	6	0	0	0	0
62259	Vorau	1161	795	783	12	144	292	195	26	45	44	26	3	7	1	0	0	0	0
62260	Vornholz	601	496	492	4	57	224	107	14	16	62	4	4	2	2	0	0	0	0
62261	Waldbach	599	457	451	6	81	147	111	23	35	36	11	1	6	0	0	0	0	0
62262	Wenigzell	1176	913	895	18	122	414	173	26	54	82	17	2	4	1	0	0	0	0
62263	Wörth an der Lafnitz	301	228	220	8	59	53	44	8	12	33	8	2	0	1	0	0	0	0
62299	Wahlkarten - Hartberg-Fürstenfeld	0	4809	4726	83	762	1493	808	163	650	524	206	47	41	32	0	0	0	0
62300	Südoststeiermark	73883	57013	55966	1047	9111	17774	14088	1930	3532	6994	1555	444	277	261	0	0	0	0
62301	Auersbach	722	573	565	8	69	238	140	16	26	62	11	1	1	1	0	0	0	0
62302	Aug-Radisch	244	179	175	4	6	62	70	10	4	15	6	1	1	0	0	0	0	0
62303	Bad Gleichenberg	1755	1045	1032	13	167	287	236	49	91	155	28	10	3	6	0	0	0	0
62304	Bad Radkersburg	1113	646	637	9	150	185	108	34	73	49	26	5	4	3	0	0	0	0
62305	Bairisch Kölldorf	854	639	624	15	216	136	149	14	29	65	8	2	3	2	0	0	0	0
62306	Baumgarten bei Gnas	480	349	339	10	65	103	87	13	17	36	5	8	1	4	0	0	0	0
62307	Bierbaum bei Auersbach	386	260	255	5	31	76	81	5	17	40	2	3	0	0	0	0	0	0
62308	Breitenfeld an der Rittschein	654	496	486	10	113	127	119	14	19	73	16	0	0	5	0	0	0	0
62309	Deutsch Goritz	1074	778	762	16	98	341	162	24	48	72	8	4	4	1	0	0	0	0
62310	Dietersdorf am Gnasbach	320	228	224	4	24	71	54	6	21	33	12	2	0	1	0	0	0	0
62311	Edelsbach bei Feldbach	1093	830	812	18	153	283	171	23	41	88	37	9	4	3	0	0	0	0
62312	Edelstauden	379	263	261	2	33	80	71	13	17	40	3	3	0	1	0	0	0	0
62313	Eichfeld	755	580	566	14	94	194	127	22	28	84	12	3	1	1	0	0	0	0
62314	Eichkögl	1021	685	674	11	93	179	217	20	37	98	19	7	3	1	0	0	0	0
62315	Fehring	2505	1646	1624	22	332	501	418	38	114	149	45	12	10	5	0	0	0	0
62316	Feldbach	3446	1996	1963	33	529	365	482	59	164	231	75	29	16	13	0	0	0	0
62317	Fladnitz im Raabtal	624	429	425	4	83	117	130	5	14	61	7	3	4	1	0	0	0	0
62318	Frannach	467	366	363	3	45	132	115	6	19	30	11	2	3	0	0	0	0	0
62319	Frutten-Gießelsdorf	548	376	366	10	54	161	71	14	18	41	2	3	1	1	0	0	0	0
62320	Glojach	205	163	155	8	9	28	57	11	8	31	7	1	0	3	0	0	0	0
62321	Gnas	1616	1175	1148	27	112	459	291	40	73	140	23	3	5	2	0	0	0	0
62322	Gniebing-Weißenbach	1783	1192	1171	21	178	314	310	62	86	150	48	10	3	10	0	0	0	0
62323	Gosdorf	933	647	631	16	153	166	172	17	20	80	15	3	3	2	0	0	0	0
62324	Gossendorf	731	541	527	14	81	150	171	20	27	55	16	1	5	1	0	0	0	0
62325	Grabersdorf	279	192	183	9	12	67	44	10	10	32	2	5	1	0	0	0	0	0
62326	Halbenrain	1508	1021	993	28	138	361	257	33	46	122	22	5	8	1	0	0	0	0
62327	Hatzendorf	1504	1025	1006	19	135	323	254	27	70	150	22	8	8	9	0	0	0	0
62328	Hof bei Straden	705	505	495	10	65	181	113	22	28	79	6	1	0	0	0	0	0	0
62329	Hohenbrugg-Weinberg	823	627	616	11	155	180	149	21	33	52	8	8	5	5	0	0	0	0
62330	Jagerberg	1418	1025	1007	18	113	367	270	37	46	141	16	9	1	7	0	0	0	0
62331	Johnsdorf-Brunn	637	464	459	5	96	168	100	13	17	50	9	3	3	0	0	0	0	0
62332	Kapfenstein	1335	944	928	16	157	323	247	32	40	90	24	4	9	2	0	0	0	0
62333	Kirchbach in Steiermark	1298	879	867	12	99	281	192	44	57	141	36	7	6	4	0	0	0	0
62334	Kirchberg an der Raab	1682	1185	1167	18	198	295	335	45	76	162	34	7	6	9	0	0	0	0
62335	Klöch	1052	721	694	27	73	329	136	25	39	72	7	6	6	1	0	0	0	0
62336	Kohlberg	437	334	323	11	69	76	80	11	10	63	8	4	1	1	0	0	0	0
62337	Kornberg bei Riegersburg	952	705	694	11	91	218	189	24	39	83	38	5	2	5	0	0	0	0
62338	Krusdorf	328	246	244	2	18	103	59	3	11	42	4	3	1	0	0	0	0	0
62339	Leitersdorf im Raabtal	555	416	411	5	110	88	113	18	32	33	12	3	0	2	0	0	0	0
62340	Lödersdorf	583	412	402	10	59	123	96	17	19	59	19	3	7	0	0	0	0	0
62341	Maierdorf	458	350	341	9	35	158	78	10	10	41	3	4	0	2	0	0	0	0
62342	Merkendorf	963	647	640	7	129	159	195	17	28	89	16	6	1	0	0	0	0	0
62343	Mettersdorf am Saßbach	1078	761	750	11	117	258	192	21	29	115	12	2	4	0	0	0	0	0
62344	Mitterlabill	341	253	247	6	17	94	61	8	17	40	8	0	1	1	0	0	0	0
62345	Mühldorf bei Feldbach	2597	1793	1767	26	315	473	431	66	133	257	56	15	11	10	0	0	0	0
62346	Mureck	1273	740	724	16	165	155	183	43	71	66	25	13	2	1	0	0	0	0
62347	Murfeld	1405	960	932	28	178	256	268	21	61	105	33	3	4	3	0	0	0	0
62348	Oberdorf am Hochegg	635	428	420	8	87	130	111	9	18	52	8	3	1	1	0	0	0	0
62349	Oberstorcha	501	350	343	7	62	93	111	9	10	47	8	2	0	1	0	0	0	0
62350	Paldau	1740	1237	1227	10	209	389	320	34	40	192	24	7	3	9	0	0	0	0
62351	Perlsdorf	297	252	245	7	23	76	65	8	17	37	10	3	0	6	0	0	0	0
62352	Pertlstein	664	458	450	8	99	120	109	9	20	64	22	4	1	2	0	0	0	0
62353	Petersdorf II	706	504	498	6	52	115	172	24	26	71	19	9	4	6	0	0	0	0
62354	Pirching am Traubenberg	1268	904	897	7	95	312	267	31	57	90	21	11	4	9	0	0	0	0
62355	Poppendorf	573	450	436	14	40	168	114	9	13	64	17	3	3	5	0	0	0	0
62356	Raabau	481	372	365	7	73	127	68	10	42	27	13	2	0	3	0	0	0	0
62357	Radkersburg Umgebung	1469	973	947	26	162	336	193	42	69	104	27	12	2	0	0	0	0	0
62358	Raning	653	494	479	15	42	150	160	23	11	73	15	3	2	0	0	0	0	0
62359	Ratschendorf	522	403	396	7	92	110	76	11	27	54	11	9	2	4	0	0	0	0
62360	Riegersburg	1959	1375	1345	30	167	483	312	42	93	190	32	12	12	2	0	0	0	0
62361	Sankt Anna am Aigen	1507	1018	1003	15	107	395	292	30	38	117	16	4	3	1	0	0	0	0
62362	Sankt Peter am Ottersbach	1901	1324	1308	16	286	421	311	31	56	148	37	3	11	4	0	0	0	0
62363	Sankt Stefan im Rosental	3122	2249	2215	34	333	723	581	74	114	282	67	13	7	21	0	0	0	0
62364	Schwarzau im Schwarzautal	529	393	385	8	41	148	87	18	15	63	6	2	3	2	0	0	0	0
62365	Stainz bei Straden	802	588	580	8	83	188	167	15	47	52	23	3	2	0	0	0	0	0
62366	Straden	1283	963	941	22	124	370	218	29	67	96	24	4	3	6	0	0	0	0
62367	Studenzen	562	415	413	2	73	74	143	17	32	61	9	2	2	0	0	0	0	0
62368	Tieschen	1130	812	795	17	185	260	159	36	33	87	19	11	5	0	0	0	0	0
62369	Trautmannsdorf in Oststeiermark	727	495	491	4	126	129	122	11	28	62	7	2	2	2	0	0	0	0
62370	Trössing	227	161	157	4	9	43	54	11	5	32	1	0	1	1	0	0	0	0
62371	Unterauersbach	368	298	276	22	21	87	82	13	11	48	8	4	1	1	0	0	0	0
62372	Unterlamm	1046	706	687	19	72	252	239	12	21	74	5	2	2	8	0	0	0	0
62373	Weinburg am Saßbach	856	615	599	16	88	218	145	24	34	67	14	0	1	8	0	0	0	0
62374	Zerlach	1436	1110	1094	16	94	311	378	65	64	141	28	8	2	3	0	0	0	0
62399	Wahlkarten - Südoststeiermark	0	5379	5299	80	834	1755	981	180	591	637	202	57	36	26	0	0	0	0
6A000	Graz und Umgebung	313315	228093	225366	2727	45054	39887	49486	8811	39800	19305	13409	6040	2940	634	0	0	0	0
6A099	Wahlkarten - Graz und Umgebung	0	1664	1643	21	217	325	166	71	535	84	185	24	36	0	0	0	0	0
6B000	Oststeiermark	219939	172162	169123	3039	29801	49312	40757	5937	12798	22683	4680	1512	889	754	0	0	0	0
6B099	Wahlkarten - Oststeiermark	0	366	358	8	58	76	52	14	72	30	40	10	2	4	0	0	0	0
6C000	Weststeiermark	157789	117851	116164	1687	30072	24456	30876	4650	8057	12674	3253	1170	638	318	0	0	0	0
6C099	Wahlkarten - Weststeiermark	0	239	233	6	32	46	47	17	36	23	19	7	3	3	0	0	0	0
6D000	Obersteiermark	282388	215619	212505	3114	67380	37783	52789	8821	15892	17458	6530	4271	1126	455	0	0	0	0
6D099	Wahlkarten - Obersteiermark	0	777	769	8	154	173	114	39	149	58	61	15	5	1	0	0	0	0
70000	Tirol	537042	359841	354957	4884	64923	114754	68761	10652	53910	19854	17344	2370	2389	0	0	0	0	0
70099	Wahlkarten - T, ungültig nicht zuordenbar	0	37	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70100	Innsbruck (Stadt)	88762	58160	57421	739	11427	12158	10340	1296	13880	2582	4448	776	514	0	0	0	0	0
70101	Innsbruck	88762	50064	49408	656	10244	10065	9598	1186	11135	2323	3727	668	462	0	0	0	0	0
70199	Wahlkarten - Innsbruck (Stadt)	0	8096	8013	83	1183	2093	742	110	2745	259	721	108	52	0	0	0	0	0
70200	Imst	43200	27455	26993	462	4472	9953	5428	1002	3246	1533	1064	129	166	0	0	0	0	0
70201	Arzl im Pitztal	2338	1438	1419	19	276	495	282	73	149	68	55	12	9	0	0	0	0	0
70202	Haiming	3382	1920	1886	34	398	538	412	64	242	134	72	5	21	0	0	0	0	0
70203	Imst	6998	4098	4034	64	727	1248	904	97	604	230	176	22	26	0	0	0	0	0
70204	Imsterberg	623	384	374	10	68	165	88	12	24	11	2	2	2	0	0	0	0	0
70205	Jerzens	725	469	462	7	64	163	97	84	25	18	8	0	3	0	0	0	0	0
70206	Karres	492	307	299	8	56	134	58	4	13	20	10	3	1	0	0	0	0	0
70207	Karrösten	563	355	353	2	87	131	77	7	24	17	9	0	1	0	0	0	0	0
70208	Längenfeld	3293	1890	1856	34	205	965	357	75	120	70	53	5	6	0	0	0	0	0
70209	Mieming	2599	1659	1631	28	199	514	346	77	279	104	98	6	8	0	0	0	0	0
70210	Mils bei Imst	451	316	312	4	61	105	54	10	48	13	19	0	2	0	0	0	0	0
70211	Mötz	918	561	552	9	92	183	103	25	89	41	14	2	3	0	0	0	0	0
70212	Nassereith	1613	871	854	17	148	325	178	22	78	60	33	7	3	0	0	0	0	0
70213	Obsteig	898	579	570	9	64	199	111	20	101	40	28	4	3	0	0	0	0	0
70214	Oetz	1766	1059	1037	22	146	418	181	35	121	65	59	4	8	0	0	0	0	0
70215	Rietz	1749	923	906	17	245	219	204	19	105	60	40	7	7	0	0	0	0	0
70216	Roppen	1326	772	764	8	200	292	134	14	58	35	22	4	5	0	0	0	0	0
70217	St. Leonhard im Pitztal	1141	584	580	4	46	309	129	33	24	26	7	0	6	0	0	0	0	0
70218	Sautens	1057	596	590	6	107	227	107	17	59	41	25	1	6	0	0	0	0	0
70219	Silz	1978	1144	1116	28	279	351	189	28	169	49	37	7	7	0	0	0	0	0
70220	Sölden	2247	1223	1207	16	80	651	210	72	86	54	45	3	6	0	0	0	0	0
70221	Stams	1037	635	619	16	92	189	119	11	112	48	27	14	7	0	0	0	0	0
70222	Tarrenz	2118	1143	1117	26	151	368	282	20	115	112	57	6	6	0	0	0	0	0
70223	Umhausen	2320	1424	1406	18	162	666	298	63	95	72	43	2	5	0	0	0	0	0
70224	Wenns	1568	859	832	27	151	322	157	55	72	48	22	1	4	0	0	0	0	0
70299	Wahlkarten - Imst	0	2246	2217	29	368	776	351	65	434	97	103	12	11	0	0	0	0	0
70300	Innsbruck-Land	127916	88702	87623	1079	16226	26206	16839	2684	15001	4645	4863	599	560	0	0	0	0	0
70301	Absam	5449	3440	3395	45	764	863	576	101	657	183	212	20	19	0	0	0	0	0
70302	Aldrans	1755	1127	1108	19	145	354	166	25	251	55	96	7	9	0	0	0	0	0
70303	Ampass	1258	805	800	5	91	214	179	31	139	54	68	17	7	0	0	0	0	0
70304	Axams	4438	2832	2803	29	572	720	537	94	571	133	138	22	16	0	0	0	0	0
70305	Baumkirchen	918	635	624	11	114	202	116	22	92	39	36	3	0	0	0	0	0	0
70306	Birgitz	1037	661	656	5	93	203	122	41	117	39	34	1	6	0	0	0	0	0
70307	Ellbögen	882	657	647	10	105	268	148	17	54	31	22	1	1	0	0	0	0	0
70308	Flaurling	936	620	614	6	121	203	106	18	101	26	21	7	11	0	0	0	0	0
70309	Fritzens	1619	1045	1028	17	224	265	249	36	119	76	48	3	8	0	0	0	0	0
70310	Fulpmes	2959	1701	1682	19	282	570	375	38	229	98	77	6	7	0	0	0	0	0
70311	Gnadenwald	558	386	381	5	38	157	50	10	60	24	37	1	4	0	0	0	0	0
70312	Götzens	2995	1784	1767	17	331	477	378	64	294	92	111	12	8	0	0	0	0	0
70313	Gries am Brenner	1007	672	666	6	122	233	167	21	59	30	24	5	5	0	0	0	0	0
70314	Gries im Sellrain	473	302	300	2	49	143	63	7	21	7	8	1	1	0	0	0	0	0
70315	Grinzens	1048	635	624	11	128	216	122	20	85	21	28	2	2	0	0	0	0	0
70317	Gschnitz	341	230	224	6	35	96	50	10	13	12	7	1	0	0	0	0	0	0
70318	Hatting	986	668	665	3	147	217	123	10	101	19	42	4	2	0	0	0	0	0
70319	Inzing	2795	1734	1705	29	348	532	251	32	326	92	95	15	14	0	0	0	0	0
70320	Kematen in Tirol	2052	1261	1243	18	256	375	223	37	226	53	64	5	4	0	0	0	0	0
70322	Kolsass	1261	845	836	9	151	243	176	26	132	50	51	5	2	0	0	0	0	0
70323	Kolsassberg	592	391	388	3	63	167	72	7	39	22	16	1	1	0	0	0	0	0
70325	Lans	765	503	493	10	53	181	57	40	83	18	52	6	3	0	0	0	0	0
70326	Leutasch	1551	868	856	12	91	409	123	30	112	61	25	3	2	0	0	0	0	0
70327	Matrei am Brenner	724	471	465	6	151	125	98	19	30	16	21	2	3	0	0	0	0	0
70328	Mieders	1289	828	818	10	112	281	155	47	119	51	47	2	4	0	0	0	0	0
70329	Mils	3268	2151	2116	35	311	632	438	76	361	127	151	11	9	0	0	0	0	0
70330	Mühlbachl	1010	664	654	10	141	282	104	18	53	44	10	1	1	0	0	0	0	0
70331	Mutters	1611	1067	1058	9	139	394	171	53	193	38	53	6	11	0	0	0	0	0
70332	Natters	1475	978	972	6	130	331	143	42	174	55	88	7	2	0	0	0	0	0
70333	Navis	1589	1046	1032	14	166	448	230	32	66	44	40	3	3	0	0	0	0	0
70334	Neustift im Stubaital	3399	2123	2102	21	237	865	518	73	213	108	67	10	11	0	0	0	0	0
70335	Oberhofen im Inntal	1293	821	808	13	178	255	151	22	120	44	27	10	1	0	0	0	0	0
70336	Obernberg am Brenner	284	209	208	1	26	112	29	12	10	4	12	3	0	0	0	0	0	0
70337	Oberperfuss	2316	1488	1472	16	267	522	227	43	256	61	76	13	7	0	0	0	0	0
70338	Patsch	783	528	521	7	90	184	72	12	95	34	25	2	7	0	0	0	0	0
70339	Pettnau	761	474	466	8	73	177	79	22	67	27	13	6	2	0	0	0	0	0
70340	Pfaffenhofen	797	463	458	5	117	117	72	10	85	27	22	6	2	0	0	0	0	0
70341	Pfons	1036	705	695	10	126	262	135	24	77	31	35	4	1	0	0	0	0	0
70342	Polling in Tirol	718	421	417	4	108	87	132	16	40	18	10	4	2	0	0	0	0	0
70343	Ranggen	775	534	526	8	89	189	108	14	72	22	23	4	5	0	0	0	0	0
70344	Reith bei Seefeld	854	495	482	13	50	165	107	20	83	30	25	1	1	0	0	0	0	0
70345	Rinn	1319	926	910	16	130	289	169	46	144	53	69	7	3	0	0	0	0	0
70346	Rum	6752	4228	4179	49	1155	741	941	97	683	232	284	24	22	0	0	0	0	0
70347	St. Sigmund im Sellrain	134	84	83	1	9	44	16	4	3	4	1	1	1	0	0	0	0	0
70348	Scharnitz	879	482	480	2	106	177	113	13	29	26	14	1	1	0	0	0	0	0
70349	Schmirn	687	516	513	3	86	281	84	11	30	14	6	1	0	0	0	0	0	0
70350	Schönberg im Stubaital	700	462	456	6	78	157	65	26	76	29	21	3	1	0	0	0	0	0
70351	Seefeld in Tirol	2027	1165	1154	11	139	481	202	33	131	76	72	7	13	0	0	0	0	0
70352	Sellrain	1130	658	646	12	147	279	108	9	49	29	13	3	9	0	0	0	0	0
70353	Sistrans	1623	1115	1103	12	118	342	167	33	274	50	101	11	7	0	0	0	0	0
70354	Hall in Tirol	9269	5320	5246	74	1132	1198	1008	139	1008	287	367	59	48	0	0	0	0	0
70355	Steinach am Brenner	2625	1705	1688	17	349	528	361	55	196	100	93	1	5	0	0	0	0	0
70356	Telfes im Stubai	1186	783	762	21	119	309	123	26	92	33	39	15	6	0	0	0	0	0
70357	Telfs	10519	5699	5644	55	1233	1116	1269	164	1179	340	258	31	54	0	0	0	0	0
70358	Thaur	2921	1964	1951	13	380	693	328	42	319	76	92	7	14	0	0	0	0	0
70359	Trins	1004	678	670	8	108	249	138	29	73	37	28	4	4	0	0	0	0	0
70360	Tulfes	1122	716	701	15	72	264	166	31	89	47	22	1	9	0	0	0	0	0
70361	Unterperfuss	180	80	80	0	11	38	15	4	7	3	0	0	2	0	0	0	0	0
70362	Vals	431	312	308	4	42	160	58	9	18	10	6	3	2	0	0	0	0	0
70364	Völs	5143	3142	3106	36	636	814	628	114	530	159	165	33	27	0	0	0	0	0
70365	Volders	3454	2157	2130	27	321	615	573	51	293	128	122	17	10	0	0	0	0	0
70366	Wattenberg	569	442	435	7	22	203	118	14	40	21	13	2	2	0	0	0	0	0
70367	Wattens	6052	3619	3577	42	715	862	896	96	537	264	163	22	22	0	0	0	0	0
70368	Wildermieming	666	494	488	6	68	159	94	16	82	29	33	2	5	0	0	0	0	0
70369	Zirl	5867	3429	3378	51	706	722	634	109	743	190	219	31	24	0	0	0	0	0
70399	Wahlkarten - Innsbruck-Land	0	9258	9160	98	1510	2749	1167	221	2381	392	605	70	65	0	0	0	0	0
70400	Kitzbühel	46030	30894	30515	379	5446	10947	5811	971	3756	2113	1166	134	171	0	0	0	0	0
70401	Aurach bei Kitzbühel	851	522	517	5	73	232	86	18	39	48	17	3	1	0	0	0	0	0
70402	Brixen im Thale	2017	1227	1213	14	282	485	184	34	117	74	27	6	4	0	0	0	0	0
70403	Fieberbrunn	3364	2144	2119	25	510	713	347	61	257	141	68	4	18	0	0	0	0	0
70404	Going am Wilden Kaiser	1314	764	759	5	100	286	175	33	70	60	23	6	6	0	0	0	0	0
70405	Hochfilzen	898	605	594	11	195	172	119	19	41	35	13	0	0	0	0	0	0	0
70406	Hopfgarten im Brixental	4258	2659	2627	32	424	1098	455	79	307	147	86	15	16	0	0	0	0	0
70407	Itter	885	618	609	9	116	223	106	28	53	46	34	2	1	0	0	0	0	0
70408	Jochberg	1194	759	751	8	161	251	178	19	68	52	18	2	2	0	0	0	0	0
70409	Kirchberg in Tirol	3661	2090	2069	21	464	747	388	75	194	149	37	6	9	0	0	0	0	0
70410	Kirchdorf in Tirol	2808	1684	1666	18	253	546	407	66	182	151	52	7	2	0	0	0	0	0
70411	Kitzbühel	6046	3294	3259	35	584	995	672	123	393	260	196	14	22	0	0	0	0	0
70412	Kössen	2983	1663	1645	18	182	690	357	39	171	138	50	8	10	0	0	0	0	0
70413	Oberndorf in Tirol	1552	972	960	12	232	324	171	24	99	72	33	1	4	0	0	0	0	0
70414	Reith bei Kitzbühel	1174	757	747	10	81	313	130	39	94	54	27	5	4	0	0	0	0	0
70415	St. Jakob in Haus	557	372	360	12	68	124	68	10	44	29	12	0	5	0	0	0	0	0
70416	St. Johann in Tirol	6496	3821	3759	62	644	1044	930	116	568	242	168	22	25	0	0	0	0	0
70417	St. Ulrich am Pillersee	1154	730	728	2	103	307	137	27	89	37	22	1	5	0	0	0	0	0
70418	Schwendt	571	349	347	2	49	167	53	8	39	16	9	3	3	0	0	0	0	0
70419	Waidring	1487	978	962	16	153	339	208	46	99	78	25	11	3	0	0	0	0	0
70420	Westendorf	2760	1684	1657	27	287	716	276	39	177	99	53	1	9	0	0	0	0	0
70499	Wahlkarten - Kitzbühel	0	3202	3167	35	485	1175	364	68	655	185	196	17	22	0	0	0	0	0
70500	Kufstein	74978	50872	50243	629	9142	15829	11197	1517	6590	3249	2115	259	345	0	0	0	0	0
70501	Alpbach	1907	1296	1286	10	65	645	257	73	95	91	51	6	3	0	0	0	0	0
70502	Angath	719	492	483	9	89	139	114	19	65	41	11	4	1	0	0	0	0	0
70503	Bad Häring	2000	1264	1253	11	414	316	196	39	185	44	45	7	7	0	0	0	0	0
70504	Brandenberg	1218	826	816	10	184	352	145	29	53	33	15	3	2	0	0	0	0	0
70505	Breitenbach am Inn	2581	1781	1751	30	251	716	381	45	158	108	74	5	13	0	0	0	0	0
70506	Brixlegg	2182	1352	1338	14	243	420	294	38	171	83	65	11	13	0	0	0	0	0
70508	Ebbs	3953	2451	2416	35	325	768	654	67	285	178	109	9	21	0	0	0	0	0
70509	Ellmau	1860	1148	1134	14	118	461	260	48	119	87	30	4	7	0	0	0	0	0
70510	Erl	1016	694	680	14	71	347	113	15	58	37	37	1	1	0	0	0	0	0
70511	Kirchbichl	4178	2698	2666	32	782	602	606	63	312	179	104	6	12	0	0	0	0	0
70512	Kramsach	3643	2316	2289	27	441	639	436	79	408	133	115	20	18	0	0	0	0	0
70513	Kufstein	11985	6912	6807	105	1336	1530	1700	170	1158	463	350	46	54	0	0	0	0	0
70514	Kundl	3049	1887	1870	17	471	507	414	59	222	104	71	7	15	0	0	0	0	0
70515	Langkampfen	2927	1906	1887	19	470	402	482	102	174	158	78	14	7	0	0	0	0	0
