GKZ	Gebiet	Wahlberechtigte	StimmenAbgegeben	StimmenGueltig	StimmenUngueltig	SPÖ	ÖVP	FPÖ	GRÜNE	NEOS	PILZ	GILT	FLÖ	KPÖ	WEIßE	SLP	EUAUS	M	CPÖ	NBZ	ODP
62045	Sankt Marein-Feistritz	1602	1157	1151	6	314	370	343	18	53	36	7	4	5	1	0	0	0	0	0	0
62046	Sankt Margarethen bei Knittelfeld	2260	1609	1600	9	480	580	424	16	36	43	8	3	6	4	0	0	0	0	0	0
62047	Spielberg	4395	3108	3074	34	1172	729	903	36	86	87	20	11	28	2	0	0	0	0	0	0
62048	Weißkirchen in Steiermark	4082	2792	2758	34	689	1025	810	31	84	68	18	6	19	8	0	0	0	0	0	0
62099	Wahlkarten - Murtal	0	8062	8021	41	2811	2359	1803	207	344	300	79	6	96	16	0	0	0	0	0	0
62100	Bruck-Mürzzuschlag	80422	63763	63246	517	21694	15387	19008	1028	2123	2587	554	149	623	93	0	0	0	0	0	0
62105	Breitenau am Hochlantsch	1461	969	955	14	353	320	235	1	20	12	3	6	4	1	0	0	0	0	0	0
62115	Krieglach	4458	2961	2940	21	836	797	971	54	120	101	38	1	19	3	0	0	0	0	0	0
62116	Langenwang	3318	2137	2114	23	481	723	687	25	92	61	19	2	20	4	0	0	0	0	0	0
62125	Pernegg an der Mur	1947	1404	1391	13	432	389	435	20	38	54	5	10	6	2	0	0	0	0	0	0
62128	Sankt Lorenzen im Mürztal	2929	1939	1927	12	552	503	611	29	103	99	16	2	11	1	0	0	0	0	0	0
62131	Spital am Semmering	1266	883	878	5	248	273	284	13	19	26	8	2	5	0	0	0	0	0	0	0
62132	Stanz im Mürztal	1526	1026	1016	10	340	306	289	13	22	29	4	4	6	3	0	0	0	0	0	0
62135	Turnau	1283	983	974	9	314	290	292	10	28	25	4	3	6	2	0	0	0	0	0	0
62138	Aflenz	2029	1420	1410	10	405	469	379	30	52	47	16	4	4	4	0	0	0	0	0	0
62139	Bruck an der Mur	12799	8257	8180	77	2797	1830	2523	157	309	365	66	21	101	11	0	0	0	0	0	0
62140	Kapfenberg	16959	10362	10292	70	3828	1816	3565	114	270	470	71	28	117	13	0	0	0	0	0	0
62141	Kindberg	6933	4523	4486	37	1647	1125	1252	54	156	159	35	10	42	6	0	0	0	0	0	0
62142	Mariazell	3191	2084	2061	23	616	655	604	28	68	67	6	5	10	2	0	0	0	0	0	0
62143	Mürzzuschlag	6803	4171	4128	43	1594	783	1275	67	109	156	61	9	71	3	0	0	0	0	0	0
62144	Neuberg an der Mürz	2133	1430	1424	6	412	406	488	13	39	35	20	6	4	1	0	0	0	0	0	0
62145	Sankt Barbara im Mürztal	5670	3653	3616	37	1349	760	1160	29	102	125	23	18	40	10	0	0	0	0	0	0
62146	Sankt Marein im Mürztal	2110	1480	1472	8	465	344	522	13	55	47	10	5	9	2	0	0	0	0	0	0
62147	Thörl	1991	1325	1313	12	488	282	417	17	35	49	17	1	5	2	0	0	0	0	0	0
62148	Tragöß - Sankt Katharein	1616	1113	1101	12	317	330	346	3	27	69	1	2	3	3	0	0	0	0	0	0
62199	Wahlkarten - Bruck-Mürzzuschlag	0	11643	11568	75	4220	2986	2673	338	459	591	131	10	140	20	0	0	0	0	0	0
62200	Hartberg-Fürstenfeld	74366	61757	61148	609	10178	24319	20766	1132	2309	1481	453	170	247	93	0	0	0	0	0	0
62202	Bad Blumau	1294	953	943	10	79	374	391	16	38	34	6	2	2	1	0	0	0	0	0	0
62205	Buch-St. Magdalena	1824	1357	1352	5	194	532	514	20	50	25	8	4	4	1	0	0	0	0	0	0
62206	Burgau	860	610	602	8	148	238	166	5	18	21	2	2	2	0	0	0	0	0	0	0
62209	Ebersdorf	1050	818	808	10	74	336	348	5	23	16	1	0	3	2	0	0	0	0	0	0
62211	Friedberg	2160	1573	1550	23	405	511	472	33	62	49	11	3	4	0	0	0	0	0	0	0
62214	Greinbach	1473	1168	1151	17	142	470	473	11	32	15	6	0	2	0	0	0	0	0	0	0
62216	Großsteinbach	1048	807	793	14	90	350	275	19	29	19	1	5	3	2	0	0	0	0	0	0
62219	Hartberg	5260	3432	3396	36	596	1291	1087	109	161	101	21	10	13	7	0	0	0	0	0	0
62220	Hartberg Umgebung	1722	1324	1314	10	120	652	418	27	61	31	3	0	1	1	0	0	0	0	0	0
62226	Lafnitz	1132	926	914	12	220	278	342	12	33	9	7	4	8	1	0	0	0	0	0	0
62232	Ottendorf an der Rittschein	1316	911	902	9	112	364	361	13	18	13	13	4	3	1	0	0	0	0	0	0
62233	Pinggau	2578	1849	1833	16	325	741	615	12	70	39	19	2	5	5	0	0	0	0	0	0
62235	Pöllauberg	1740	1393	1380	13	197	637	456	9	37	24	9	4	7	0	0	0	0	0	0	0
62242	Sankt Jakob im Walde	866	680	676	4	112	328	202	4	20	4	2	2	2	0	0	0	0	0	0	0
62244	Sankt Johann in der Haide	1768	1256	1242	14	258	386	497	22	39	24	3	9	2	2	0	0	0	0	0	0
62245	Sankt Lorenzen am Wechsel	1272	997	976	21	166	429	307	16	26	16	10	3	2	1	0	0	0	0	0	0
62247	Schäffern	1109	911	894	17	95	433	309	10	32	9	3	1	2	0	0	0	0	0	0	0
62252	Söchau	1204	876	868	8	150	333	293	19	25	29	11	5	3	0	0	0	0	0	0	0
62256	Stubenberg	1806	1263	1249	14	217	482	406	26	50	31	11	8	17	1	0	0	0	0	0	0
62262	Wenigzell	1148	903	894	9	116	490	226	12	32	10	5	3	0	0	0	0	0	0	0	0
62264	Bad Waltersdorf	3096	2317	2296	21	301	948	847	42	74	53	10	12	5	4	0	0	0	0	0	0
62265	Dechantskirchen	1709	1312	1294	18	310	496	378	13	47	34	10	2	3	1	0	0	0	0	0	0
62266	Feistritztal	2031	1509	1494	15	278	478	599	25	51	41	10	3	6	3	0	0	0	0	0	0
62267	Fürstenfeld	6885	4614	4568	46	834	1766	1443	109	195	137	32	20	22	10	0	0	0	0	0	0
62268	Grafendorf bei Hartberg	2555	1930	1910	20	236	809	705	31	63	37	13	8	7	1	0	0	0	0	0	0
62269	Großwilfersdorf	1674	1151	1138	13	138	525	356	15	52	29	17	1	4	1	0	0	0	0	0	0
62270	Hartl	1796	1396	1383	13	132	558	598	20	30	19	15	1	6	4	0	0	0	0	0	0
62271	Ilz	3082	2236	2213	23	290	810	834	49	88	82	30	12	12	6	0	0	0	0	0	0
62272	Kaindorf	2371	1711	1699	12	213	702	619	32	71	40	12	1	7	2	0	0	0	0	0	0
62273	Loipersdorf bei Fürstenfeld	1563	1066	1055	11	92	441	436	22	26	24	7	1	5	1	0	0	0	0	0	0
62274	Neudau	1055	719	709	10	258	205	183	5	23	24	4	1	5	1	0	0	0	0	0	0
62275	Pöllau	5168	3824	3798	26	796	1462	1268	32	125	74	16	9	13	3	0	0	0	0	0	0
62276	Rohr bei Hartberg	1212	904	898	6	192	332	312	10	23	21	1	2	4	1	0	0	0	0	0	0
62277	Rohrbach an der Lafnitz	2252	1707	1686	21	420	520	626	10	46	32	16	7	6	3	0	0	0	0	0	0
62278	Vorau	3998	3092	3061	31	343	1353	1137	20	112	57	12	13	9	5	0	0	0	0	0	0
62279	Waldbach-Mönichwald	1289	989	980	9	147	460	293	15	37	18	6	0	2	2	0	0	0	0	0	0
62299	Wahlkarten - Hartberg-Fürstenfeld	0	7273	7229	44	1382	2799	1974	282	390	240	90	6	46	20	0	0	0	0	0	0
62300	Südoststeiermark	70779	56953	56460	493	8776	23295	19136	974	2090	1237	428	158	257	109	0	0	0	0	0	0
62311	Edelsbach bei Feldbach	1099	849	841	8	155	338	261	17	28	14	12	8	7	1	0	0	0	0	0	0
62314	Eichkögl	1058	762	753	9	109	272	296	14	26	25	5	2	3	1	0	0	0	0	0	0
62326	Halbenrain	1491	972	953	19	103	434	326	13	41	20	6	5	4	1	0	0	0	0	0	0
62330	Jagerberg	1401	1020	1003	17	108	462	376	7	30	11	6	2	0	1	0	0	0	0	0	0
62332	Kapfenstein	1294	936	935	1	145	376	352	8	21	19	7	3	4	0	0	0	0	0	0	0
62335	Klöch	1044	711	700	11	77	405	166	6	27	11	6	0	2	0	0	0	0	0	0	0
62343	Mettersdorf am Saßbach	1080	750	742	8	122	340	235	8	18	12	7	0	0	0	0	0	0	0	0	0
62347	Murfeld	1370	933	919	14	163	379	329	5	24	14	2	0	2	1	0	0	0	0	0	0
62368	Tieschen	1084	752	743	9	146	290	249	4	25	12	4	1	9	3	0	0	0	0	0	0
62372	Unterlamm	1062	740	736	4	59	346	303	2	13	6	5	0	2	0	0	0	0	0	0	0
62375	Bad Gleichenberg	4279	2681	2657	24	505	955	961	36	103	67	12	4	11	3	0	0	0	0	0	0
62376	Bad Radkersburg	2537	1569	1557	12	302	670	432	29	73	32	11	1	5	2	0	0	0	0	0	0
62377	Deutsch Goritz	1555	1085	1069	16	153	460	354	29	29	23	7	5	6	3	0	0	0	0	0	0
62378	Fehring	6073	4167	4138	29	802	1480	1484	59	156	106	24	12	10	5	0	0	0	0	0	0
62379	Feldbach	10306	7004	6959	45	1312	2639	2316	129	285	157	53	21	35	12	0	0	0	0	0	0
62380	Gnas	5089	3791	3741	50	368	1659	1398	47	139	72	18	13	14	13	0	0	0	0	0	0
62381	Kirchbach-Zerlach	2741	2016	1993	23	232	865	687	27	85	49	27	1	12	8	0	0	0	0	0	0
62382	Kirchberg an der Raab	3646	2557	2537	20	398	898	1020	26	81	59	22	16	11	6	0	0	0	0	0	0
62383	Mureck	2906	1883	1867	16	374	700	616	40	54	44	13	15	9	2	0	0	0	0	0	0
62384	Paldau	2579	1869	1858	11	313	715	688	21	54	34	13	8	8	4	0	0	0	0	0	0
62385	Pirching am Traubenberg	2087	1448	1444	4	150	627	537	26	44	21	29	0	6	4	0	0	0	0	0	0
62386	Riegersburg	4120	2852	2830	22	404	1219	942	38	110	70	20	10	13	4	0	0	0	0	0	0
62387	Sankt Anna am Aigen	2032	1471	1461	10	145	708	516	18	32	27	6	5	2	2	0	0	0	0	0	0
62388	Sankt Peter am Ottersbach	2483	1696	1683	13	218	714	625	22	51	25	18	4	4	2	0	0	0	0	0	0
62389	Sankt Stefan im Rosental	3299	2385	2363	22	324	1034	840	36	62	33	11	4	11	8	0	0	0	0	0	0
62390	Straden	3064	2207	2177	30	285	949	778	39	72	32	5	7	5	5	0	0	0	0	0	0
62399	Wahlkarten - Südoststeiermark	0	7847	7801	46	1304	3361	2049	268	407	242	79	11	62	18	0	0	0	0	0	0
70000	Tirol	543116	414913	411422	3491	85650	158092	102610	18367	23537	15746	3299	729	2492	900	0	0	0	0	0	0
70099	Wahlkarten - Tirol	0	14	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7A000	Innsbruck	88754	67616	67053	563	18986	17887	13955	5366	5112	4057	599	125	824	142	0	0	0	0	0	0
7A099	Wahlkarten - Innsbruck	0	612	611	1	179	153	46	73	82	56	6	3	10	3	0	0	0	0	0	0
7B000	Innsbruck-Land	191660	148871	147742	1129	31002	54927	39035	6185	8361	5728	1129	253	790	332	0	0	0	0	0	0
7B099	Wahlkarten - Innsbruck-Land	0	447	441	6	109	111	59	41	56	49	2	0	11	3	0	0	0	0	0	0
7C000	Unterland	122533	93311	92576	735	17282	38920	24221	3424	4233	2930	790	192	403	181	0	0	0	0	0	0
7C099	Wahlkarten - Unterland	0	301	299	2	59	108	47	25	30	22	3	0	3	2	0	0	0	0	0	0
7D000	Oberland	100459	75361	74656	705	13480	32831	18291	2439	4327	2058	563	122	365	180	0	0	0	0	0	0
7D099	Wahlkarten - Oberland	0	187	186	1	42	58	35	16	28	5	0	1	1	0	0	0	0	0	0	0
7E000	Osttirol	39710	29740	29395	345	4900	13527	7108	953	1504	973	218	37	110	65	0	0	0	0	0	0
7E099	Wahlkarten - Osttirol	0	175	174	1	45	45	21	11	21	22	5	0	4	0	0	0	0	0	0	0
70100	Innsbruck(Stadt)	88754	67004	66442	562	18807	17734	13909	5293	5030	4001	593	122	814	139	0	0	0	0	0	0
70101	Innsbruck	88754	55280	54845	435	15589	14404	12682	3839	3894	3115	480	96	628	118	0	0	0	0	0	0
70199	Wahlkarten - Innsbruck(Stadt)	0	11724	11597	127	3218	3330	1227	1454	1136	886	113	26	186	21	0	0	0	0	0	0
70200	Imst	44050	32936	32629	307	5675	13496	9018	1041	1833	998	267	66	152	83	0	0	0	0	0	0
70201	Arzl im Pitztal	2380	1582	1568	14	294	629	434	29	88	58	17	6	9	4	0	0	0	0	0	0
70202	Haiming	3448	2261	2247	14	510	750	683	84	118	63	16	4	11	8	0	0	0	0	0	0
70203	Imst	7390	4778	4730	48	1037	1600	1381	166	296	167	36	5	32	10	0	0	0	0	0	0
70204	Imsterberg	628	448	441	7	71	200	122	8	22	13	4	0	0	1	0	0	0	0	0	0
70205	Jerzens	702	483	478	5	53	220	174	2	14	11	0	0	3	1	0	0	0	0	0	0
70206	Karres	493	328	323	5	43	137	117	2	16	5	1	0	1	1	0	0	0	0	0	0
70207	Karrösten	566	379	372	7	104	136	93	3	22	12	0	0	1	1	0	0	0	0	0	0
70208	Längenfeld	3391	2293	2271	22	190	1304	532	43	115	65	12	5	1	4	0	0	0	0	0	0
70209	Mieming	2737	1793	1770	23	283	734	458	83	130	55	14	4	4	5	0	0	0	0	0	0
70210	Mils bei Imst	455	349	346	3	64	134	85	7	49	5	1	1	0	0	0	0	0	0	0	0
70211	Mötz	915	584	576	8	135	222	145	24	22	18	5	0	2	3	0	0	0	0	0	0
70212	Nassereith	1617	1080	1070	10	175	441	325	21	53	32	12	1	4	6	0	0	0	0	0	0
70213	Obsteig	927	620	612	8	94	225	168	36	55	22	7	1	2	2	0	0	0	0	0	0
70214	Oetz	1756	1206	1198	8	180	590	251	24	76	52	6	3	13	3	0	0	0	0	0	0
70215	Rietz	1803	1198	1189	9	289	355	394	29	53	34	15	7	8	5	0	0	0	0	0	0
70216	Roppen	1338	958	949	9	257	380	230	13	43	15	7	0	1	3	0	0	0	0	0	0
70217	St. Leonhard im Pitztal	1094	712	703	9	53	416	200	4	23	6	0	1	0	0	0	0	0	0	0	0
70218	Sautens	1105	710	706	4	95	317	206	16	27	28	8	2	3	4	0	0	0	0	0	0
70219	Silz	1956	1337	1331	6	318	457	352	56	77	45	15	2	8	1	0	0	0	0	0	0
70220	Sölden	2194	1456	1443	13	78	856	355	24	79	34	10	4	3	0	0	0	0	0	0	0
70221	Stams	1091	694	687	7	126	273	191	28	38	16	3	2	5	5	0	0	0	0	0	0
70222	Tarrenz	2099	1380	1362	18	229	470	496	43	66	30	15	3	9	1	0	0	0	0	0	0
70223	Umhausen	2363	1637	1624	13	174	787	525	29	55	33	12	2	3	4	0	0	0	0	0	0
70224	Wenns	1602	999	976	23	131	459	304	20	34	16	4	3	5	0	0	0	0	0	0	0
70299	Wahlkarten - Imst	0	3671	3657	14	692	1404	797	247	262	163	47	10	24	11	0	0	0	0	0	0
70300	Innsbruck-Land	131002	103132	102431	701	22828	36457	26039	4832	6187	4306	821	162	563	236	0	0	0	0	0	0
70301	Absam	5595	3968	3935	33	982	1387	892	184	245	178	33	2	22	10	0	0	0	0	0	0
70302	Aldrans	1913	1350	1342	8	263	523	262	92	112	70	9	0	9	2	0	0	0	0	0	0
70303	Ampass	1297	890	886	4	161	320	234	41	58	51	17	0	3	1	0	0	0	0	0	0
70304	Axams	4583	3125	3104	21	759	1007	850	153	167	120	18	4	19	7	0	0	0	0	0	0
70305	Baumkirchen	961	680	675	5	147	266	167	19	45	20	4	1	2	4	0	0	0	0	0	0
70306	Birgitz	1099	739	729	10	148	279	176	34	48	29	5	0	7	3	0	0	0	0	0	0
70307	Ellbögen	895	696	692	4	110	314	199	22	20	22	1	1	1	2	0	0	0	0	0	0
70308	Flaurling	965	691	681	10	165	254	160	19	36	38	4	0	2	3	0	0	0	0	0	0
70309	Fritzens	1687	1196	1181	15	250	391	379	34	74	32	11	3	5	2	0	0	0	0	0	0
70310	Fulpmes	3059	1934	1919	15	425	660	552	66	124	69	9	4	6	4	0	0	0	0	0	0
70311	Gnadenwald	608	450	447	3	60	199	103	13	42	21	4	0	3	2	0	0	0	0	0	0
70312	Götzens	3075	1997	1987	10	428	661	590	91	110	81	9	3	10	4	0	0	0	0	0	0
70313	Gries am Brenner	1001	722	716	6	121	272	250	20	25	20	2	2	3	1	0	0	0	0	0	0
70314	Gries im Sellrain	475	325	322	3	79	145	72	6	9	5	2	0	3	1	0	0	0	0	0	0
70315	Grinzens	1079	709	708	1	172	246	207	12	43	21	2	1	1	3	0	0	0	0	0	0
70317	Gschnitz	342	245	242	3	29	119	72	5	13	2	1	0	1	0	0	0	0	0	0	0
70318	Hatting	1071	722	721	1	156	259	201	28	42	20	5	0	5	5	0	0	0	0	0	0
70319	Inzing	2919	2048	2032	16	516	732	431	103	121	81	24	2	16	6	0	0	0	0	0	0
70320	Kematen in Tirol	2178	1528	1519	9	318	528	388	76	109	72	20	0	4	4	0	0	0	0	0	0
70322	Kolsass	1271	924	920	4	183	331	240	33	76	36	14	1	4	2	0	0	0	0	0	0
70323	Kolsassberg	627	441	439	2	67	200	132	12	15	7	0	1	4	1	0	0	0	0	0	0
70325	Lans	844	558	555	3	77	201	131	38	55	43	7	1	2	0	0	0	0	0	0	0
70326	Leutasch	1586	996	992	4	140	503	234	22	49	29	9	3	2	1	0	0	0	0	0	0
70327	Matrei am Brenner	740	532	524	8	158	177	129	13	22	20	1	0	1	3	0	0	0	0	0	0
70328	Mieders	1333	890	876	14	180	311	248	35	61	22	9	4	5	1	0	0	0	0	0	0
70329	Mils	3374	2424	2412	12	509	902	568	108	178	115	17	2	10	3	0	0	0	0	0	0
70330	Mühlbachl	1048	686	668	18	156	291	168	11	20	17	3	1	0	1	0	0	0	0	0	0
70331	Mutters	1610	1141	1133	8	195	479	248	67	77	55	5	0	5	2	0	0	0	0	0	0
70332	Natters	1528	1034	1029	5	182	415	233	57	76	51	5	2	5	3	0	0	0	0	0	0
70333	Navis	1613	1154	1145	9	179	536	357	6	35	22	1	1	3	5	0	0	0	0	0	0
70334	Neustift im Stubaital	3456	2415	2396	19	326	1005	774	69	131	63	10	2	12	4	0	0	0	0	0	0
70335	Oberhofen im Inntal	1366	912	905	7	231	247	273	37	60	36	11	4	5	1	0	0	0	0	0	0
70336	Obernberg am Brenner	278	221	217	4	27	117	58	3	6	1	1	1	3	0	0	0	0	0	0	0
70337	Oberperfuss	2367	1693	1685	8	377	667	381	76	97	68	10	1	6	2	0	0	0	0	0	0
70338	Patsch	780	531	525	6	106	207	107	27	28	40	6	0	3	1	0	0	0	0	0	0
70339	Pettnau	816	542	537	5	94	216	144	21	27	24	6	0	3	2	0	0	0	0	0	0
70340	Pfaffenhofen	791	529	526	3	140	156	148	27	29	13	6	4	2	1	0	0	0	0	0	0
70341	Pfons	997	754	746	8	167	303	202	15	28	24	2	1	2	2	0	0	0	0	0	0
70342	Polling in Tirol	792	578	575	3	127	179	203	10	30	20	2	2	1	1	0	0	0	0	0	0
70343	Ranggen	829	631	627	4	109	260	149	26	37	28	8	1	7	2	0	0	0	0	0	0
70344	Reith bei Seefeld	851	516	515	1	74	235	115	27	29	27	7	0	1	0	0	0	0	0	0	0
70345	Rinn	1401	1054	1049	5	176	418	273	49	57	61	5	1	5	4	0	0	0	0	0	0
70346	Rum	6777	4736	4714	22	1416	1276	1331	199	216	170	42	9	43	12	0	0	0	0	0	0
70347	St. Sigmund im Sellrain	137	91	90	1	15	47	18	2	5	1	1	0	0	1	0	0	0	0	0	0
70348	Scharnitz	876	555	553	2	107	213	175	14	13	19	4	2	3	3	0	0	0	0	0	0
70349	Schmirn	703	567	562	5	70	331	137	3	9	11	0	0	0	1	0	0	0	0	0	0
70350	Schönberg im Stubaital	735	493	489	4	84	207	125	24	26	18	4	0	1	0	0	0	0	0	0	0
70351	Seefeld in Tirol	2067	1251	1244	7	179	559	303	51	74	70	4	0	3	1	0	0	0	0	0	0
70352	Sellrain	1106	724	715	9	213	278	174	4	18	18	2	0	5	3	0	0	0	0	0	0
70353	Sistrans	1723	1226	1223	3	247	487	204	92	103	73	10	2	3	2	0	0	0	0	0	0
70354	Hall in Tirol	9479	6059	6005	54	1694	1689	1466	328	414	291	53	10	48	12	0	0	0	0	0	0
70355	Steinach am Brenner	2693	1890	1868	22	412	693	541	43	94	54	16	2	7	6	0	0	0	0	0	0
70356	Telfes im Stubai	1204	820	815	5	154	352	198	22	39	24	13	2	9	2	0	0	0	0	0	0
70357	Telfs	10821	6342	6277	65	1583	1731	1798	406	384	267	47	12	40	9	0	0	0	0	0	0
70358	Thaur	3001	2208	2196	12	451	882	564	50	130	97	10	0	10	2	0	0	0	0	0	0
70359	Trins	1024	713	704	9	139	277	211	19	34	16	5	1	2	0	0	0	0	0	0	0
70360	Tulfes	1188	858	856	2	121	368	272	23	33	24	10	1	2	2	0	0	0	0	0	0
70361	Unterperfuss	189	88	88	0	15	40	21	7	2	2	1	0	0	0	0	0	0	0	0	0
70362	Vals	435	344	340	4	44	170	105	4	6	9	1	0	0	1	0	0	0	0	0	0
70364	Völs	5080	3476	3455	21	866	1144	844	185	170	177	25	11	22	11	0	0	0	0	0	0
70365	Volders	3432	2322	2305	17	421	864	717	66	111	78	31	4	8	5	0	0	0	0	0	0
70366	Wattenberg	597	455	454	1	42	195	173	7	20	7	4	3	1	2	0	0	0	0	0	0
70367	Wattens	5981	3916	3895	21	878	1246	1246	126	221	120	29	9	12	8	0	0	0	0	0	0
70368	Wildermieming	685	504	504	0	94	202	114	16	40	24	8	4	1	1	0	0	0	0	0	0
70369	Zirl	5969	4038	4011	27	1106	1200	968	181	271	213	36	9	20	7	0	0	0	0	0	0
70399	Wahlkarten - Innsbruck-Land	0	14285	14234	51	3208	5088	2634	1153	1088	749	140	25	110	39	0	0	0	0	0	0
70400	Kitzbühel	46038	35084	34797	287	5953	15845	8618	1229	1643	1019	261	49	118	62	0	0	0	0	0	0
70401	Aurach bei Kitzbühel	850	558	549	9	66	303	138	17	15	7	1	0	1	1	0	0	0	0	0	0
70402	Brixen im Thale	2020	1314	1303	11	257	647	267	28	56	31	10	3	3	1	0	0	0	0	0	0
70403	Fieberbrunn	3302	2279	2262	17	549	942	494	72	109	55	26	2	6	7	0	0	0	0	0	0
70404	Going am Wilden Kaiser	1309	873	870	3	103	392	276	32	30	23	13	0	1	0	0	0	0	0	0	0
70405	Hochfilzen	893	638	631	7	184	246	146	16	19	16	2	2	0	0	0	0	0	0	0	0
70406	Hopfgarten im Brixental	4264	2885	2862	23	422	1409	715	83	115	78	27	2	8	3	0	0	0	0	0	0
70407	Itter	890	636	632	4	103	315	138	16	30	23	5	0	1	1	0	0	0	0	0	0
70408	Jochberg	1189	813	806	7	126	361	262	11	22	9	8	4	2	1	0	0	0	0	0	0
70409	Kirchberg in Tirol	3683	2295	2277	18	439	1031	585	60	84	46	19	3	9	1	0	0	0	0	0	0
70410	Kirchdorf in Tirol	2841	1854	1847	7	277	817	569	35	68	52	10	7	10	2	0	0	0	0	0	0
70411	Kitzbühel	5901	3432	3399	33	558	1460	910	116	190	122	19	6	10	8	0	0	0	0	0	0
70412	Kössen	2981	1920	1900	20	203	978	537	48	69	42	14	1	4	4	0	0	0	0	0	0
70413	Oberndorf in Tirol	1606	1080	1067	13	231	468	243	28	49	32	10	2	3	1	0	0	0	0	0	0
70414	Reith bei Kitzbühel	1147	759	755	4	82	411	165	35	31	25	3	1	2	0	0	0	0	0	0	0
70415	St. Jakob in Haus	562	379	373	6	61	180	83	18	17	8	3	0	1	2	0	0	0	0	0	0
70416	St. Johann in Tirol	6559	4111	4065	46	740	1556	1202	161	208	140	22	7	18	11	0	0	0	0	0	0
70417	St. Ulrich am Pillersee	1197	867	859	8	126	439	200	26	39	13	11	0	4	1	0	0	0	0	0	0
70418	Schwendt	578	371	370	1	54	190	93	9	13	6	3	1	1	0	0	0	0	0	0	0
70419	Waidring	1496	1054	1050	4	173	469	288	27	51	29	3	1	3	6	0	0	0	0	0	0
70420	Westendorf	2770	1842	1821	21	325	928	386	45	71	54	6	3	3	0	0	0	0	0	0	0
70499	Wahlkarten - Kitzbühel	0	5124	5099	25	874	2303	921	346	357	208	46	4	28	12	0	0	0	0	0	0
70500	Kufstein	76495	57926	57480	446	11270	22967	15556	2170	2560	1889	526	143	282	117	0	0	0	0	0	0
70501	Alpbach	1925	1397	1384	13	88	818	366	12	52	30	7	6	3	2	0	0	0	0	0	0
70502	Angath	749	546	542	4	122	198	169	13	14	19	4	0	3	0	0	0	0	0	0	0
70503	Bad Häring	1995	1359	1350	9	406	445	313	60	52	49	13	6	4	2	0	0	0	0	0	0
70504	Brandenberg	1220	892	888	4	137	521	184	10	19	9	1	4	2	1	0	0	0	0	0	0
70505	Breitenbach am Inn	2641	1998	1980	18	298	908	556	45	94	53	20	2	4	0	0	0	0	0	0	0
70506	Brixlegg	2238	1497	1491	6	262	561	436	59	74	62	22	5	5	5	0	0	0	0	0	0
70508	Ebbs	4053	2748	2724	24	389	1186	850	67	108	78	29	6	8	3	0	0	0	0	0	0
70509	Ellmau	1875	1221	1208	13	152	584	324	33	53	45	11	1	4	1	0	0	0	0	0	0
70510	Erl	1043	737	723	14	90	401	171	18	17	21	1	0	2	2	0	0	0	0	0	0
70511	Kirchbichl	4268	3006	2981	25	802	977	865	89	104	99	17	8	14	6	0	0	0	0	0	0
70512	Kramsach	3724	2535	2512	23	497	849	740	131	145	94	25	8	11	12	0	0	0	0	0	0
70513	Kufstein	12149	7561	7502	59	1930	2392	1954	372	385	297	78	25	53	16	0	0	0	0	0	0
70514	Kundl	3197	2161	2139	22	519	725	626	48	104	72	19	7	14	5	0	0	0	0	0	0
70515	Langkampfen	2993	2085	2065	20	450	737	654	44	72	62	30	8	6	2	0	0	0	0	0	0
70516	Mariastein	252	175	174	1	27	65	45	13	14	5	4	0	0	1	0	0	0	0	0	0
70517	Münster	2585	1789	1777	12	387	614	562	46	73	61	17	3	9	5	0	0	0	0	0	0
70518	Niederndorf	1975	1381	1366	15	166	609	419	53	53	49	8	0	8	1	0	0	0	0	0	0
70519	Niederndorferberg	484	316	315	1	12	171	99	11	13	7	0	0	1	1	0	0	0	0	0	0
70520	Radfeld	1768	1249	1241	8	232	383	480	33	51	37	10	6	7	2	0	0	0	0	0	0
70521	Rattenberg	263	163	162	1	33	33	60	5	11	16	2	0	2	0	0	0	0	0	0	0
70522	Reith im Alpbachtal	2018	1342	1330	12	194	652	356	26	55	33	2	4	8	0	0	0	0	0	0	0
70523	Rettenschöss	358	258	251	7	12	160	51	10	11	3	1	0	2	1	0	0	0	0	0	0
70524	Scheffau am Wilden Kaiser	1017	692	687	5	64	395	163	8	27	14	10	2	3	1	0	0	0	0	0	0
70525	Schwoich	1914	1422	1416	6	221	664	365	33	58	42	19	4	7	3	0	0	0	0	0	0
70526	Söll	2644	1851	1839	12	276	938	419	64	76	35	16	2	6	7	0	0	0	0	0	0
70527	Thiersee	2147	1554	1541	13	219	808	369	45	52	27	11	1	7	2	0	0	0	0	0	0
70528	Angerberg	1457	1067	1054	13	179	437	298	35	59	36	5	2	3	0	0	0	0	0	0	0
70529	Walchsee	1298	879	874	5	65	409	296	31	36	23	9	1	4	0	0	0	0	0	0	0
70530	Wildschönau	3156	2194	2170	24	184	1291	504	45	72	42	17	3	5	7	0	0	0	0	0	0
70531	Wörgl	9089	5571	5535	36	1597	1531	1673	234	193	201	45	12	37	12	0	0	0	0	0	0
70599	Wahlkarten - Kufstein	0	6280	6259	21	1260	2505	1189	477	413	268	73	17	40	17	0	0	0	0	0	0
70600	Landeck	33670	25497	25278	219	4823	11842	5289	727	1569	611	195	35	128	59	0	0	0	0	0	0
