GKZ	Gebiet	Wahlberechtigte	StimmenAbgegeben	StimmenGueltig	StimmenUngueltig	ÖVP	SPÖ	FPÖ	NEOS	JETZT	GRÜNE	KPÖ	WANDL	BZÖ	BIER	CPÖ	GILT	SLP
30942	Weitra	2252	1415	1394	21	803	183	228	71	24	77	4	4	0	0	0	0	0
30999	Wahlkarten - Gmünd	0	4252	4186	66	1717	1018	603	279	43	470	19	37	0	0	0	0	0
31000	Hollabrunn	41431	33412	32836	576	16657	5659	5076	2013	444	2710	144	133	0	0	0	0	0
31001	Alberndorf im Pulkautal	626	426	413	13	196	80	76	20	5	32	2	2	0	0	0	0	0
31008	Göllersdorf	2342	1673	1644	29	831	298	262	92	19	127	8	7	0	0	0	0	0
31009	Grabern	1268	917	899	18	517	119	127	36	16	74	5	5	0	0	0	0	0
31014	Guntersdorf	933	681	669	12	348	109	129	28	9	40	3	3	0	0	0	0	0
31015	Hadres	1434	1094	1074	20	535	215	200	51	14	54	1	4	0	0	0	0	0
31016	Hardegg	1107	841	824	17	526	110	112	38	3	29	6	0	0	0	0	0	0
31018	Haugsdorf	1303	906	879	27	405	197	173	46	10	39	6	3	0	0	0	0	0
31019	Heldenberg	1064	731	718	13	382	94	121	54	7	54	3	3	0	0	0	0	0
31021	Hohenwarth-Mühlbach a.M.	1085	781	769	12	430	144	102	45	12	31	4	1	0	0	0	0	0
31022	Hollabrunn	9183	6029	5938	91	2801	927	980	437	112	627	33	21	0	0	0	0	0
31025	Mailberg	479	345	333	12	154	90	51	11	5	17	1	4	0	0	0	0	0
31026	Maissau	1637	1054	1043	11	588	165	153	50	14	65	4	4	0	0	0	0	0
31028	Nappersdorf-Kammersdorf	1014	694	687	7	384	89	127	28	5	47	2	5	0	0	0	0	0
31033	Pernersdorf	853	619	603	16	280	149	112	23	6	26	5	2	0	0	0	0	0
31035	Pulkau	1264	851	831	20	477	169	90	32	4	49	4	6	0	0	0	0	0
31036	Ravelsbach	1328	895	876	19	465	137	145	56	9	61	2	1	0	0	0	0	0
31037	Retz	3531	2158	2125	33	1099	362	259	148	26	220	5	6	0	0	0	0	0
31038	Retzbach	838	587	573	14	299	75	110	32	7	49	0	1	0	0	0	0	0
31041	Schrattenthal	729	534	522	12	303	99	43	28	2	46	0	1	0	0	0	0	0
31042	Seefeld-Kadolz	796	542	537	5	232	151	100	25	5	20	3	1	0	0	0	0	0
31043	Sitzendorf an der Schmida	1800	1315	1299	16	798	176	165	54	11	82	6	7	0	0	0	0	0
31051	Wullersdorf	1975	1387	1360	27	700	222	251	74	17	78	11	7	0	0	0	0	0
31052	Zellerndorf	2064	1499	1473	26	713	324	241	79	22	86	4	4	0	0	0	0	0
31053	Ziersdorf	2778	1940	1899	41	955	350	298	115	25	139	6	11	0	0	0	0	0
31099	Wahlkarten - Hollabrunn	0	4913	4848	65	2239	808	649	411	79	618	20	24	0	0	0	0	0
31100	Horn	25601	20964	20628	336	11382	2959	3099	1180	236	1625	66	81	0	0	0	0	0
31101	Altenburg	659	469	463	6	248	62	98	22	2	29	1	1	0	0	0	0	0
31102	Brunn an der Wild	692	512	503	9	336	36	76	20	6	25	2	2	0	0	0	0	0
31103	Burgschleinitz-Kühnring	1135	783	768	15	482	83	103	40	5	52	2	1	0	0	0	0	0
31104	Drosendorf-Zissersdorf	999	709	700	9	405	72	129	41	10	37	5	1	0	0	0	0	0
31105	Eggenburg	2844	1816	1776	40	843	355	243	113	26	189	4	3	0	0	0	0	0
31106	Gars am Kamp	2954	1996	1966	30	963	299	352	124	16	194	6	12	0	0	0	0	0
31107	Geras	1087	775	764	11	464	83	123	41	8	41	2	2	0	0	0	0	0
31109	Horn	5160	3112	3063	49	1500	458	507	235	54	283	12	14	0	0	0	0	0
31110	Irnfritz-Messern	1187	865	851	14	548	92	157	22	6	25	1	0	0	0	0	0	0
31111	Japons	599	452	446	6	313	27	56	22	7	19	1	1	0	0	0	0	0
31113	Langau	579	415	409	6	256	61	60	14	2	16	0	0	0	0	0	0	0
31114	Meiseldorf	758	502	498	4	282	78	87	20	6	21	2	2	0	0	0	0	0
31117	Pernegg	602	455	446	9	284	39	82	19	2	18	2	0	0	0	0	0	0
31119	Röhrenbach	443	328	320	8	227	17	58	5	0	13	0	0	0	0	0	0	0
31120	Röschitz	892	651	639	12	386	107	71	35	6	28	4	2	0	0	0	0	0
31121	Rosenburg-Mold	672	467	459	8	266	47	87	21	6	28	2	2	0	0	0	0	0
31123	St. Bernhard-Frauenhofen	1054	784	772	12	514	67	89	44	6	48	3	1	0	0	0	0	0
31124	Sigmundsherberg	1369	933	913	20	432	252	143	26	8	47	1	4	0	0	0	0	0
31129	Weitersfeld	1311	991	975	16	691	76	106	36	15	48	3	0	0	0	0	0	0
31130	Straning-Grafenberg	605	433	425	8	248	82	45	9	1	35	1	4	0	0	0	0	0
31199	Wahlkarten - Horn	0	3516	3472	44	1694	566	427	271	44	429	12	29	0	0	0	0	0
31200	Korneuburg	69958	56797	56128	669	23766	10132	8193	5280	1027	7210	284	236	0	0	0	0	0
31201	Bisamberg	3666	2482	2453	29	1024	384	228	357	62	388	4	6	0	0	0	0	0
31202	Enzersfeld im Weinviertel	1389	991	976	15	471	178	125	96	20	79	7	0	0	0	0	0	0
31203	Ernstbrunn	2594	1752	1726	26	970	218	258	97	23	145	8	7	0	0	0	0	0
31204	Großmugl	1323	963	951	12	546	93	150	71	9	77	4	1	0	0	0	0	0
31205	Großrußbach	1757	1296	1271	25	687	152	170	89	22	141	5	5	0	0	0	0	0
31206	Hagenbrunn	1661	1149	1141	8	529	190	191	98	27	98	5	3	0	0	0	0	0
31207	Harmannsdorf	3225	2339	2309	30	1072	331	381	211	32	269	9	4	0	0	0	0	0
31208	Hausleiten	2939	2110	2079	31	1042	300	352	157	34	166	16	12	0	0	0	0	0
31213	Korneuburg	9774	6368	6293	75	2352	1263	873	661	130	951	36	27	0	0	0	0	0
31214	Langenzersdorf	6357	4281	4250	31	1699	651	501	515	114	724	32	14	0	0	0	0	0
31215	Leitzersdorf	992	702	688	14	350	86	113	60	13	60	6	0	0	0	0	0	0
31216	Leobendorf	3867	2781	2749	32	1208	514	342	298	40	330	9	8	0	0	0	0	0
31224	Rußbach	1136	816	800	16	441	113	134	46	7	53	4	2	0	0	0	0	0
31226	Sierndorf	3166	2219	2200	19	1118	315	323	193	38	197	11	5	0	0	0	0	0
31227	Spillern	1846	1244	1228	16	414	342	208	88	20	146	6	4	0	0	0	0	0
31228	Stetteldorf am Wagram	823	628	619	9	333	88	100	47	3	44	1	3	0	0	0	0	0
31229	Stetten	1067	740	727	13	270	174	136	73	10	62	1	1	0	0	0	0	0
31230	Stockerau	12593	8050	7938	112	3029	1770	1256	569	152	1072	49	41	0	0	0	0	0
31234	Niederhollabrunn	1242	904	893	11	450	119	156	50	16	97	1	4	0	0	0	0	0
31235	Gerasdorf bei Wien	8541	5757	5710	47	2090	1265	1137	441	120	598	30	29	0	0	0	0	0
31299	Wahlkarten - Korneuburg	0	9225	9127	98	3671	1586	1059	1063	135	1513	40	60	0	0	0	0	0
31300	Krems Land	46078	38769	38101	668	18692	6051	5980	2789	497	3793	154	145	0	0	0	0	0
31301	Aggsbach	536	357	339	18	141	102	46	14	5	26	2	3	0	0	0	0	0
31302	Albrechtsberg an der Großen Krems	862	628	616	12	330	110	102	28	5	38	2	1	0	0	0	0	0
31303	Bergern im Dunkelsteinerwald	1056	792	774	18	389	125	138	48	12	61	0	1	0	0	0	0	0
31304	Dürnstein	700	515	501	14	298	78	47	42	1	34	1	0	0	0	0	0	0
31308	Grafenegg	2460	1837	1810	27	898	274	273	120	41	187	10	7	0	0	0	0	0
31309	Furth bei Göttweig	2335	1651	1624	27	728	325	201	128	32	192	11	7	0	0	0	0	0
31310	Gedersdorf	1757	1335	1311	24	586	288	259	62	21	87	6	2	0	0	0	0	0
31311	Gföhl	3161	2250	2190	60	1141	345	411	98	24	151	15	5	0	0	0	0	0
31315	Hadersdorf-Kammern	1608	1179	1150	29	481	230	201	83	25	124	3	3	0	0	0	0	0
31319	Jaidhof	939	721	703	18	400	89	109	32	9	58	2	4	0	0	0	0	0
31321	Krumau am Kamp	637	472	461	11	250	77	89	12	5	24	1	3	0	0	0	0	0
31322	Langenlois	6107	4221	4156	65	1947	544	778	325	52	483	13	14	0	0	0	0	0
31323	Lengenfeld	1128	902	890	12	406	170	153	75	6	77	2	1	0	0	0	0	0
31324	Lichtenau im Waldviertel	1705	1219	1191	28	749	115	215	52	7	42	9	2	0	0	0	0	0
31326	Maria Laach am Jauerling	759	585	576	9	339	69	83	40	5	35	3	2	0	0	0	0	0
31327	Mautern an der Donau	2862	1940	1905	35	896	289	275	167	22	243	9	4	0	0	0	0	0
31330	Mühldorf	1112	820	802	18	429	168	102	54	4	40	1	4	0	0	0	0	0
31333	Paudorf	2087	1472	1456	16	552	412	250	86	14	131	4	7	0	0	0	0	0
31336	Rastenfeld	1262	926	896	30	516	87	182	50	10	45	2	4	0	0	0	0	0
31337	Rohrendorf bei Krems	1622	1244	1230	14	556	207	180	100	15	161	6	5	0	0	0	0	0
31338	Rossatz-Arnsdorf	908	654	645	9	356	111	55	56	8	57	1	1	0	0	0	0	0
31340	St. Leonhard am Hornerwald	913	679	667	12	409	55	119	19	11	47	5	2	0	0	0	0	0
31343	Senftenberg	1590	1128	1110	18	515	222	180	80	16	89	2	6	0	0	0	0	0
31344	Spitz	1321	911	892	19	539	109	111	60	9	59	3	2	0	0	0	0	0
31346	Straß im Straßertale	1349	1001	984	17	518	118	164	71	16	89	3	5	0	0	0	0	0
31347	Stratzing	695	500	499	1	275	61	55	48	4	53	2	1	0	0	0	0	0
31350	Weinzierl am Walde	1050	758	744	14	475	73	127	34	6	25	1	3	0	0	0	0	0
31351	Weißenkirchen in der Wachau	1208	894	877	17	469	135	93	80	6	88	3	3	0	0	0	0	0
31355	Schönberg am Kamp	1538	1128	1116	12	567	111	201	73	9	141	7	7	0	0	0	0	0
31356	Droß	811	608	594	14	242	85	127	60	13	61	2	4	0	0	0	0	0
31399	Wahlkarten - Krems Land	0	5442	5392	50	2295	867	654	592	84	845	23	32	0	0	0	0	0
31400	Lilienfeld	20144	16479	16205	274	6874	4157	2529	853	243	1382	94	73	0	0	0	0	0
31401	Annaberg	424	252	249	3	146	42	31	13	4	12	1	0	0	0	0	0	0
31402	Eschenau	1033	724	710	14	373	109	109	32	13	68	4	2	0	0	0	0	0
31403	Hainfeld	2959	2000	1966	34	823	502	332	105	23	160	13	8	0	0	0	0	0
31404	Hohenberg	1198	828	813	15	273	325	103	35	9	59	6	3	0	0	0	0	0
31405	Kaumberg	831	596	585	11	296	58	150	29	6	39	3	4	0	0	0	0	0
31406	Kleinzell	674	487	480	7	293	51	84	16	9	21	4	2	0	0	0	0	0
31407	Lilienfeld	2006	1312	1291	21	531	307	193	86	18	142	9	5	0	0	0	0	0
31408	Mitterbach am Erlaufsee	400	252	251	1	154	40	34	15	2	6	0	0	0	0	0	0	0
31409	Ramsau	646	434	425	9	220	62	71	26	9	34	0	3	0	0	0	0	0
31410	Rohrbach an der Gölsen	1260	908	890	18	413	186	145	49	13	75	5	4	0	0	0	0	0
31411	St. Aegyd am Neuwalde	1553	1054	1023	31	421	336	142	43	18	56	6	1	0	0	0	0	0
31412	St. Veit an der Gölsen	3074	2311	2267	44	907	628	363	132	37	175	12	13	0	0	0	0	0
31413	Traisen	2492	1610	1580	30	454	589	312	55	30	127	11	2	0	0	0	0	0
31414	Türnitz	1594	1057	1049	8	541	198	176	49	11	68	3	3	0	0	0	0	0
31499	Wahlkarten - Lilienfeld	0	2654	2626	28	1029	724	284	168	41	340	17	23	0	0	0	0	0
31500	Melk	61786	50139	49209	930	22041	10065	8727	2885	698	4320	250	223	0	0	0	0	0
31502	Artstetten-Pöbring	965	673	665	8	397	92	87	44	6	36	1	2	0	0	0	0	0
31503	Bergland	1531	1089	1072	17	605	154	189	48	10	59	4	3	0	0	0	0	0
31504	Bischofstetten	983	754	747	7	386	168	93	40	13	45	0	2	0	0	0	0	0
31505	Blindenmarkt	1956	1395	1371	24	601	208	373	64	15	89	16	5	0	0	0	0	0
31506	Dorfstetten	475	342	338	4	154	76	85	9	5	7	1	1	0	0	0	0	0
31507	Dunkelsteinerwald	1967	1427	1413	14	652	205	317	82	24	109	17	7	0	0	0	0	0
31508	Erlauf	875	613	605	8	296	107	114	26	7	45	4	6	0	0	0	0	0
31509	Golling an der Erlauf	1180	803	772	31	144	337	199	19	10	53	8	2	0	0	0	0	0
31511	Hofamt Priel	1382	963	946	17	460	235	135	33	11	64	5	3	0	0	0	0	0
31513	Hürm	1487	977	949	28	579	85	145	60	10	65	3	2	0	0	0	0	0
31514	Kilb	2076	1478	1450	28	777	157	204	111	18	167	11	5	0	0	0	0	0
31515	Kirnberg an der Mank	860	679	673	6	421	46	114	25	10	48	6	3	0	0	0	0	0
31516	Klein-Pöchlarn	833	618	604	14	211	192	104	33	7	46	7	4	0	0	0	0	0
31517	Krummnußbaum	1180	804	794	10	302	210	138	48	15	75	5	1	0	0	0	0	0
31519	Leiben	1099	729	715	14	266	212	143	23	16	46	2	7	0	0	0	0	0
31520	Loosdorf	3029	1952	1917	35	659	586	378	115	25	129	12	13	0	0	0	0	0
31521	Mank	2565	1743	1722	21	926	197	282	105	11	186	10	5	0	0	0	0	0
31522	Marbach an der Donau	1347	867	838	29	274	251	203	36	13	54	4	3	0	0	0	0	0
31523	Maria Taferl	711	515	503	12	221	103	82	31	11	47	4	4	0	0	0	0	0
31524	Melk	4143	2711	2672	39	1159	424	437	224	45	358	16	9	0	0	0	0	0
31525	Münichreith-Laimbach	1356	912	886	26	433	179	190	36	7	28	9	4	0	0	0	0	0
31527	Neumarkt an der Ybbs	1542	1003	986	17	382	235	229	53	6	71	1	9	0	0	0	0	0
31528	Nöchling	828	580	570	10	288	123	84	21	6	44	2	2	0	0	0	0	0
31530	Persenbeug-Gottsdorf	1791	1124	1092	32	332	386	216	58	19	76	2	3	0	0	0	0	0
31531	Petzenkirchen	1046	704	682	22	253	185	148	31	3	56	4	2	0	0	0	0	0
31533	Pöchlarn	3030	1776	1732	44	645	445	333	94	45	157	11	2	0	0	0	0	0
31534	Pöggstall	2000	1366	1335	31	772	185	239	57	7	67	3	5	0	0	0	0	0
31535	Raxendorf	862	668	649	19	372	100	126	23	7	18	0	3	0	0	0	0	0
31537	Ruprechtshofen	1853	1305	1277	28	706	118	272	68	18	90	2	3	0	0	0	0	0
31539	St. Leonhard am Forst	2483	1739	1702	37	831	209	400	97	26	127	6	6	0	0	0	0	0
31540	St. Martin-Karlsbach	1379	972	953	19	442	208	163	50	12	70	4	4	0	0	0	0	0
31541	St. Oswald	908	628	613	15	378	115	61	29	1	22	4	3	0	0	0	0	0
31542	Schönbühel-Aggsbach	834	586	573	13	272	81	117	42	8	48	3	2	0	0	0	0	0
31543	Schollach	806	574	564	10	252	120	125	23	7	35	2	0	0	0	0	0	0
31546	Weiten	901	531	523	8	313	68	87	19	2	27	7	0	0	0	0	0	0
31549	Ybbs an der Donau	4164	2655	2612	43	908	886	441	115	38	203	7	14	0	0	0	0	0
31550	Zelking-Matzleinsdorf	1005	752	742	10	372	120	101	67	10	68	3	1	0	0	0	0	0
31551	Texingtal	1305	952	932	20	588	83	109	55	15	74	1	7	0	0	0	0	0
31552	Yspertal	1640	1032	1005	27	426	228	221	61	16	48	1	4	0	0	0	0	0
31553	Emmersdorf an der Donau	1409	906	890	16	407	168	131	54	17	103	4	6	0	0	0	0	0
31599	Wahlkarten - Melk	0	8242	8125	117	3179	1778	1112	656	146	1160	38	56	0	0	0	0	0
31600	Mistelbach	60948	49872	49063	809	23613	8528	8080	3166	704	4546	228	198	0	0	0	0	0
31601	Altlichtenwarth	627	422	416	6	222	69	87	11	10	12	3	2	0	0	0	0	0
31603	Asparn an der Zaya	1485	1106	1093	13	549	199	217	47	12	61	4	4	0	0	0	0	0
31604	Bernhardsthal	1303	942	919	23	463	228	143	37	10	33	1	4	0	0	0	0	0
31605	Bockfließ	1047	816	800	16	360	200	111	53	8	58	5	5	0	0	0	0	0
31606	Drasenhofen	881	605	599	6	379	52	126	23	1	13	2	3	0	0	0	0	0
31608	Falkenstein	404	308	308	0	204	13	24	23	5	37	2	0	0	0	0	0	0
31609	Fallbach	693	479	474	5	327	40	57	22	1	27	0	0	0	0	0	0	0
31611	Gaubitsch	734	560	546	14	367	31	77	34	3	28	4	2	0	0	0	0	0
31612	Gaweinstal	3102	2132	2097	35	989	358	442	125	24	146	7	6	0	0	0	0	0
31613	Gnadendorf	967	658	641	17	405	73	80	40	8	34	1	0	0	0	0	0	0
31614	Großebersdorf	1784	1341	1313	28	671	184	218	99	34	91	8	8	0	0	0	0	0
31615	Großengersdorf	1125	890	871	19	355	261	122	53	12	64	3	1	0	0	0	0	0
31616	Großharras	957	697	681	16	390	89	128	30	12	28	2	2	0	0	0	0	0
31617	Großkrut	1341	1002	986	16	477	198	202	44	7	44	8	6	0	0	0	0	0
31620	Hausbrunn	683	479	474	5	196	150	79	21	9	12	1	6	0	0	0	0	0
31621	Herrnbaumgarten	765	554	545	9	336	53	94	22	4	34	2	0	0	0	0	0	0
31622	Hochleithen	947	676	670	6	343	153	97	35	9	29	3	1	0	0	0	0	0
31627	Kreuttal	1215	855	837	18	365	182	120	45	19	98	5	3	0	0	0	0	0
31628	Kreuzstetten	1252	857	836	21	321	173	139	63	13	121	3	3	0	0	0	0	0
31629	Laa an der Thaya	5099	3524	3460	64	1474	713	733	161	59	286	20	14	0	0	0	0	0
31630	Ladendorf	1876	1272	1247	25	587	233	207	65	21	126	6	2	0	0	0	0	0
31633	Mistelbach	9286	6180	6080	100	2593	1161	999	477	108	689	24	29	0	0	0	0	0
31634	Neudorf im Weinviertel	1162	835	808	27	345	151	199	35	9	58	9	2	0	0	0	0	0
31636	Niederleis	738	517	506	11	242	92	93	35	4	36	1	3	0	0	0	0	0
31642	Pillichsdorf	930	741	729	12	317	130	84	50	11	129	2	6	0	0	0	0	0
31644	Poysdorf	4364	3037	2989	48	1700	425	494	141	28	176	18	7	0	0	0	0	0
31645	Rabensburg	860	523	513	10	163	197	122	6	14	11	0	0	0	0	0	0	0
31646	Schrattenberg	668	478	467	11	299	58	73	21	4	10	2	0	0	0	0	0	0
31649	Staatz	1629	1144	1122	22	617	187	204	45	7	57	5	0	0	0	0	0	0
31650	Stronsdorf	1366	1020	1005	15	583	93	223	53	7	43	2	1	0	0	0	0	0
31651	Ulrichskirchen-Schleinbach	2098	1578	1554	24	661	311	235	105	21	208	9	4	0	0	0	0	0
31652	Unterstinkenbrunn	472	336	329	7	213	30	54	15	2	14	0	1	0	0	0	0	0
31653	Wildendürnbach	1276	925	913	12	596	79	153	36	6	38	2	3	0	0	0	0	0
31654	Wilfersdorf	1731	1238	1210	28	607	208	234	62	15	74	3	7	0	0	0	0	0
31655	Wolkersdorf im Weinviertel	5610	3988	3929	59	1722	617	415	375	75	690	16	19	0	0	0	0	0
31658	Ottenthal	471	344	339	5	264	25	32	8	0	8	2	0	0	0	0	0	0
31699	Wahlkarten - Mistelbach	0	6813	6757	56	2911	1112	963	649	112	923	43	44	0	0	0	0	0
31700	Mödling	89802	73480	72898	582	26750	12882	8765	9771	1689	12304	367	370	0	0	0	0	0
31701	Achau	1066	703	694	9	216	172	116	76	9	101	2	2	0	0	0	0	0
31702	Biedermannsdorf	2444	1709	1695	14	661	286	267	208	43	206	11	13	0	0	0	0	0
31703	Breitenfurt bei Wien	4666	3257	3240	17	1229	595	336	438	91	521	13	17	0	0	0	0	0
31704	Brunn am Gebirge	8746	5916	5866	50	2016	1114	748	798	131	986	36	37	0	0	0	0	0
31706	Gaaden	1302	956	945	11	390	133	84	163	18	151	3	3	0	0	0	0	0
31707	Gießhübl	1749	1182	1177	5	478	153	104	215	31	191	0	5	0	0	0	0	0
31709	Gumpoldskirchen	2892	2024	2011	13	739	295	264	268	50	375	11	9	0	0	0	0	0
31710	Guntramsdorf	6840	4712	4658	54	1594	1095	805	468	105	544	25	22	0	0	0	0	0
31711	Hennersdorf	1254	944	937	7	365	207	143	72	17	122	9	2	0	0	0	0	0
31712	Hinterbrühl	2946	1949	1936	13	822	257	208	287	34	309	8	11	0	0	0	0	0
31713	Kaltenleutgeben	2588	1793	1778	15	617	372	276	206	47	244	11	5	0	0	0	0	0
31714	Laab im Walde	896	594	587	7	245	79	43	67	15	134	2	2	0	0	0	0	0
31715	Laxenburg	2149	1398	1385	13	635	217	146	165	35	172	10	5	0	0	0	0	0
31716	Maria Enzersdorf	6542	4100	4078	22	1635	479	371	594	111	865	11	12	0	0	0	0	0
31717	Mödling	14930	9283	9208	75	3129	1664	1001	1217	195	1894	52	56	0	0	0	0	0
31718	Münchendorf	2269	1557	1542	15	600	318	253	168	33	150	8	12	0	0	0	0	0
31719	Perchtoldsdorf	11762	7815	7757	58	3101	971	802	1211	181	1420	37	34	0	0	0	0	0
31723	Vösendorf	5348	3369	3328	41	1069	836	653	324	84	329	20	13	0	0	0	0	0
31725	Wiener Neudorf	7163	4822	4776	46	1549	1186	714	465	149	654	33	26	0	0	0	0	0
31726	Wienerwald	2250	1703	1685	18	711	268	274	166	40	216	4	6	0	0	0	0	0
31799	Wahlkarten - Mödling	0	13694	13615	79	4949	2185	1157	2195	270	2720	61	78	0	0	0	0	0
31800	Neunkirchen	67903	53654	52768	886	21468	12170	10113	3106	896	4468	306	241	0	0	0	0	0
31801	Altendorf	285	206	203	3	137	12	32	7	2	10	3	0	0	0	0	0	0
31802	Aspang-Markt	1528	1044	1027	17	495	198	184	62	12	72	2	2	0	0	0	0	0
31803	Aspangberg-St. Peter	1545	1089	1066	23	622	118	208	50	19	44	3	2	0	0	0	0	0
31804	Breitenau	1274	927	917	10	337	263	189	61	12	47	0	8	0	0	0	0	0
31805	Breitenstein	258	152	150	2	63	28	34	6	1	18	0	0	0	0	0	0	0
31806	Buchbach	293	220	215	5	96	63	25	11	0	16	1	3	0	0	0	0	0
31807	Edlitz	746	529	520	9	285	73	82	28	4	46	0	2	0	0	0	0	0
31808	Enzenreith	1593	1119	1100	19	450	222	227	71	9	109	11	1	0	0	0	0	0
31809	Feistritz am Wechsel	870	646	637	9	352	80	129	35	5	29	5	2	0	0	0	0	0
31810	Gloggnitz	4595	3006	2962	44	1076	691	669	167	54	250	32	23	0	0	0	0	0
31811	Grafenbach-St. Valentin	1768	1284	1255	29	419	383	265	71	25	85	3	4	0	0	0	0	0
31812	Grimmenstein	1111	776	758	18	352	165	138	40	11	49	1	2	0	0	0	0	0
31813	Grünbach am Schneeberg	1226	825	816	9	280	265	144	35	18	69	2	3	0	0	0	0	0
31814	Kirchberg am Wechsel	2021	1428	1399	29	776	114	294	87	13	108	3	4	0	0	0	0	0
31815	Mönichkirchen	520	334	329	5	187	37	61	19	7	13	2	3	0	0	0	0	0
31817	Natschbach-Loipersbach	1393	964	942	22	449	148	189	49	12	85	5	5	0	0	0	0	0
31818	Neunkirchen	8932	5431	5344	87	1777	1547	1033	281	111	534	34	27	0	0	0	0	0
31820	Otterthal	486	349	346	3	156	68	87	16	1	17	1	0	0	0	0	0	0
31821	Payerbach	1651	1054	1032	22	411	238	203	54	31	80	8	7	0	0	0	0	0
31823	Pitten	2276	1476	1447	29	572	298	288	108	30	139	6	6	0	0	0	0	0
31825	Prigglitz	359	243	243	0	120	35	53	10	7	17	1	0	0	0	0	0	0
31826	Puchberg am Schneeberg	2229	1568	1540	28	583	409	313	82	30	105	6	12	0	0	0	0	0
31827	Raach am Hochgebirge	240	191	189	2	115	25	39	1	2	7	0	0	0	0	0	0	0
31829	Reichenau an der Rax	2068	1406	1385	21	586	325	248	70	27	113	12	4	0	0	0	0	0
31830	St. Corona am Wechsel	311	207	204	3	127	5	53	3	2	13	0	1	0	0	0	0	0
31831	St. Egyden am Steinfeld	1582	1111	1101	10	478	201	221	88	16	88	4	5	0	0	0	0	0
31832	Scheiblingkirchen-Thernberg	1571	1089	1078	11	591	140	169	70	10	91	5	2	0	0	0	0	0
31833	Schottwien	525	344	330	14	155	65	72	11	5	18	4	0	0	0	0	0	0
31834	Schrattenbach	305	213	208	5	102	27	41	16	5	16	0	1	0	0	0	0	0
31835	Schwarzau am Steinfeld	1539	1075	1055	20	384	274	239	62	18	66	7	5	0	0	0	0	0
31836	Schwarzau im Gebirge	490	354	331	23	141	72	79	15	6	14	4	0	0	0	0	0	0
31837	Seebenstein	1183	795	769	26	301	171	165	52	10	67	2	1	0	0	0	0	0
31838	Semmering	409	242	237	5	108	44	48	19	4	13	1	0	0	0	0	0	0
31839	Ternitz	11346	7631	7476	155	2284	2420	1491	410	154	625	63	29	0	0	0	0	0
31840	Thomasberg	1041	777	764	13	416	110	173	23	10	32	0	0	0	0	0	0	0
31841	Trattenbach	439	316	306	10	171	29	84	12	3	5	1	1	0	0	0	0	0
31842	Bürg-Vöstenhof	132	106	105	1	51	22	23	2	0	7	0	0	0	0	0	0	0
31843	Warth	1248	934	921	13	531	112	141	46	8	77	2	4	0	0	0	0	0
31844	Wartmannstetten	1346	1070	1059	11	557	165	174	65	17	71	6	4	0	0	0	0	0
31845	Willendorf	784	525	515	10	202	85	106	32	20	65	5	0	0	0	0	0	0
31846	Wimpassing im Schwarzatale	1169	757	743	14	172	295	167	26	10	52	16	5	0	0	0	0	0
31847	Würflach	1303	875	863	12	364	190	142	54	19	82	3	9	0	0	0	0	0
31848	Zöbern	1181	894	883	11	543	96	146	45	8	40	5	0	0	0	0	0	0
31849	Höflein an der Hohen Wand	732	532	525	7	177	158	89	33	10	55	0	3	0	0	0	0	0
31899	Wahlkarten - Neunkirchen	0	7540	7473	67	2917	1684	1156	601	118	909	37	51	0	0	0	0	0
31900	Sankt Pölten Land	101697	83201	81944	1257	33660	15301	12642	6877	1567	11059	436	402	0	0	0	0	0
31901	Altlengbach	2364	1628	1606	22	687	273	309	122	31	165	7	12	0	0	0	0	0
31902	Asperhofen	1722	1215	1198	17	590	105	275	98	21	97	8	4	0	0	0	0	0
31903	Böheimkirchen	3980	2988	2920	68	1187	566	527	198	54	364	13	11	0	0	0	0	0
31904	Brand-Laaben	983	666	655	11	306	89	132	41	11	69	4	3	0	0	0	0	0
31905	Eichgraben	3476	2402	2373	29	867	367	304	249	63	500	11	12	0	0	0	0	0
31906	Frankenfels	1599	1253	1221	32	679	222	191	44	6	74	2	3	0	0	0	0	0
31907	Gerersdorf	768	570	558	12	308	94	60	33	10	47	1	5	0	0	0	0	0
31909	Hofstetten-Grünau	2146	1644	1612	32	840	226	283	112	16	122	7	6	0	0	0	0	0
31910	Hafnerbach	1359	1048	1032	16	479	171	170	78	12	110	4	8	0	0	0	0	0
31911	Haunoldstein	916	663	655	8	283	139	123	38	20	49	3	0	0	0	0	0	0
31912	Herzogenburg	5981	3965	3911	54	1349	1111	740	205	62	409	25	10	0	0	0	0	0
31913	Inzersdorf-Getzersdorf	1244	899	883	16	393	164	163	59	17	79	6	2	0	0	0	0	0
31915	Kapelln	1103	817	804	13	433	88	145	51	7	71	5	4	0	0	0	0	0
31916	Karlstetten	1779	1309	1287	22	579	240	227	82	25	118	13	3	0	0	0	0	0
31917	Kasten bei Böheimkirchen	1123	897	880	17	397	122	117	100	19	112	10	3	0	0	0	0	0
31918	Kirchberg an der Pielach	2624	1884	1839	45	937	281	280	98	25	198	12	8	0	0	0	0	0
31919	Kirchstetten	1768	1140	1118	22	477	201	182	96	26	124	5	7	0	0	0	0	0
31920	Loich	507	357	351	6	188	61	59	8	5	25	1	4	0	0	0	0	0
31921	Maria-Anzbach	2374	1628	1606	22	637	261	235	134	36	284	8	11	0	0	0	0	0
