Datum;BundeslandID;Name;Testungen;TestungenPCR;TestungenAntigen
2021-06-16T09:30:00+02:00;6;Steiermark;6356020;759726;5596294
2021-06-16T09:30:00+02:00;7;Tirol;4645623;977135;3668488
2021-06-16T09:30:00+02:00;8;Vorarlberg;2849408;263729;2585679
2021-06-16T09:30:00+02:00;9;Wien;11257571;6173260;5084311
2021-06-16T09:30:00+02:00;10;Österreich;49167859;11808138;37359721
2021-06-17T09:30:00+02:00;1;Burgenland;1995247;232400;1762847
2021-06-17T09:30:00+02:00;2;Kärnten;1975056;314844;1660212
2021-06-17T09:30:00+02:00;3;Niederösterreich;10028225;1947553;8080672
2021-06-17T09:30:00+02:00;4;Oberösterreich;7528779;744746;6784033
2021-06-17T09:30:00+02:00;5;Salzburg;2884812;403031;2481781
2021-06-17T09:30:00+02:00;6;Steiermark;6407654;760738;5646916
2021-06-17T09:30:00+02:00;7;Tirol;4653426;978643;3674783
2021-06-17T09:30:00+02:00;8;Vorarlberg;2858657;263916;2594741
2021-06-17T09:30:00+02:00;9;Wien;11362050;6246701;5115349
2021-06-17T09:30:00+02:00;10;Österreich;49693906;11892572;37801334
2021-06-18T09:30:00+02:00;1;Burgenland;2006024;232751;1773273
2021-06-18T09:30:00+02:00;2;Kärnten;1977261;315169;1662092
2021-06-18T09:30:00+02:00;3;Niederösterreich;10116833;1951470;8165363
2021-06-18T09:30:00+02:00;4;Oberösterreich;7595397;745500;6849897
2021-06-18T09:30:00+02:00;5;Salzburg;2913134;404058;2509076
2021-06-18T09:30:00+02:00;6;Steiermark;6469877;761185;5708692
2021-06-18T09:30:00+02:00;7;Tirol;4772236;979629;3792607
2021-06-18T09:30:00+02:00;8;Vorarlberg;2865649;264068;2601581
2021-06-18T09:30:00+02:00;9;Wien;11467186;6316206;5150980
2021-06-18T09:30:00+02:00;10;Österreich;50183597;11970036;38213561
2021-06-19T09:30:00+02:00;1;Burgenland;2026391;232923;1793468
2021-06-19T09:30:00+02:00;2;Kärnten;1977462;315370;1662092
2021-06-19T09:30:00+02:00;3;Niederösterreich;10222213;1955315;8266898
2021-06-19T09:30:00+02:00;4;Oberösterreich;7687434;746058;6941376
2021-06-19T09:30:00+02:00;5;Salzburg;2950878;404397;2546481
2021-06-19T09:30:00+02:00;6;Steiermark;6555795;764261;5791534
2021-06-19T09:30:00+02:00;7;Tirol;4783428;981678;3801750
2021-06-19T09:30:00+02:00;8;Vorarlberg;2879780;264316;2615464
2021-06-19T09:30:00+02:00;9;Wien;11580548;6387685;5192863
2021-06-19T09:30:00+02:00;10;Österreich;50663929;12052003;38611926
2021-06-20T09:30:00+02:00;1;Burgenland;2039220;232946;1806274
2021-06-20T09:30:00+02:00;2;Kärnten;1977544;315452;1662092
2021-06-20T09:30:00+02:00;3;Niederösterreich;10320165;1958547;8361618
2021-06-20T09:30:00+02:00;4;Oberösterreich;7776776;746432;7030344
2021-06-20T09:30:00+02:00;5;Salzburg;2988333;404516;2583817
2021-06-20T09:30:00+02:00;6;Steiermark;6634725;764562;5870163
2021-06-20T09:30:00+02:00;7;Tirol;4792662;983031;3809631
2021-06-20T09:30:00+02:00;8;Vorarlberg;2886022;264584;2621438
2021-06-20T09:30:00+02:00;9;Wien;11667419;6431378;5236041
2021-06-20T09:30:00+02:00;10;Österreich;51082866;12101448;38981418
2021-06-21T09:30:00+02:00;1;Burgenland;2052395;233118;1819277
2021-06-21T09:30:00+02:00;2;Kärnten;1977658;315566;1662092
2021-06-21T09:30:00+02:00;3;Niederösterreich;10414049;1961692;8452357
2021-06-21T09:30:00+02:00;4;Oberösterreich;7863422;746865;7116557
2021-06-21T09:30:00+02:00;5;Salzburg;3019003;404691;2614312
2021-06-21T09:30:00+02:00;6;Steiermark;6702817;765124;5937693
2021-06-21T09:30:00+02:00;7;Tirol;4801848;984069;3817779
2021-06-21T09:30:00+02:00;8;Vorarlberg;2889717;264672;2625045
2021-06-21T09:30:00+02:00;9;Wien;11736974;6457420;5279554
2021-06-21T09:30:00+02:00;10;Österreich;51457883;12133217;39324666
2021-06-22T09:30:00+02:00;1;Burgenland;2063940;233253;1830687
2021-06-22T09:30:00+02:00;2;Kärnten;1978219;316127;1662092
2021-06-22T09:30:00+02:00;3;Niederösterreich;10484220;1964792;8519428
2021-06-22T09:30:00+02:00;4;Oberösterreich;7920724;747531;7173193
2021-06-22T09:30:00+02:00;5;Salzburg;3052367;405570;2646797
2021-06-22T09:30:00+02:00;6;Steiermark;6766613;766533;6000080
2021-06-22T09:30:00+02:00;7;Tirol;4809465;985873;3823592
2021-06-22T09:30:00+02:00;8;Vorarlberg;3288639;264811;3023828
2021-06-22T09:30:00+02:00;9;Wien;11799322;6486935;5312387
2021-06-22T09:30:00+02:00;10;Österreich;52163509;12171425;39992084
2021-06-23T09:30:00+02:00;1;Burgenland;2073449;233388;1840061
2021-06-23T09:30:00+02:00;2;Kärnten;1981055;318159;1662896
2021-06-23T09:30:00+02:00;3;Niederösterreich;10553682;1967399;8586283
2021-06-23T09:30:00+02:00;4;Oberösterreich;7973461;748197;7225264
2021-06-23T09:30:00+02:00;5;Salzburg;3074226;406536;2667690
2021-06-23T09:30:00+02:00;6;Steiermark;6853661;767167;6086494
2021-06-23T09:30:00+02:00;7;Tirol;4815067;986689;3828378
2021-06-23T09:30:00+02:00;8;Vorarlberg;3302104;264984;3037120
2021-06-23T09:30:00+02:00;9;Wien;11926667;6586585;5340082
2021-06-23T09:30:00+02:00;10;Österreich;52553372;12279104;40274268
2021-06-24T09:30:00+02:00;1;Burgenland;2083776;233527;1850249
2021-06-24T09:30:00+02:00;2;Kärnten;1981250;318354;1662896
2021-06-24T09:30:00+02:00;3;Niederösterreich;10621263;1971371;8649892
2021-06-24T09:30:00+02:00;4;Oberösterreich;7994979;748796;7246183
2021-06-24T09:30:00+02:00;5;Salzburg;3097940;407443;2690497
2021-06-24T09:30:00+02:00;6;Steiermark;6909925;767963;6141962
2021-06-24T09:30:00+02:00;7;Tirol;4821648;987556;3834092
2021-06-24T09:30:00+02:00;8;Vorarlberg;3317855;265055;3052800
2021-06-24T09:30:00+02:00;9;Wien;12015642;6647475;5368167
2021-06-24T09:30:00+02:00;10;Österreich;52844278;12347540;40496738
2021-06-25T09:30:00+02:00;1;Burgenland;2093723;233848;1859875
2021-06-25T09:30:00+02:00;2;Kärnten;1981348;318452;1662896
2021-06-25T09:30:00+02:00;3;Niederösterreich;10690025;1974866;8715159
2021-06-25T09:30:00+02:00;4;Oberösterreich;8082568;749485;7333083
2021-06-25T09:30:00+02:00;5;Salzburg;3120176;408367;2711809
2021-06-25T09:30:00+02:00;6;Steiermark;6962076;768623;6193453
2021-06-25T09:30:00+02:00;7;Tirol;4928619;988424;3940195
2021-06-25T09:30:00+02:00;8;Vorarlberg;3331638;265149;3066489
2021-06-25T09:30:00+02:00;9;Wien;12105765;6710845;5394920
2021-06-25T09:30:00+02:00;10;Österreich;53295938;12418059;40877879
2021-06-26T09:30:00+02:00;1;Burgenland;2103171;233956;1869215
2021-06-26T09:30:00+02:00;2;Kärnten;2004568;318544;1686024
2021-06-26T09:30:00+02:00;3;Niederösterreich;10774070;1978427;8795643
2021-06-26T09:30:00+02:00;4;Oberösterreich;8155591;750027;7405564
2021-06-26T09:30:00+02:00;5;Salzburg;3150244;408578;2741666
2021-06-26T09:30:00+02:00;6;Steiermark;7035376;769039;6266337
2021-06-26T09:30:00+02:00;7;Tirol;4937564;989483;3948081
2021-06-26T09:30:00+02:00;8;Vorarlberg;3353242;265217;3088025
2021-06-26T09:30:00+02:00;9;Wien;12199720;6771588;5428132
2021-06-26T09:30:00+02:00;10;Österreich;53713546;12484859;41228687
2021-06-27T09:30:00+02:00;1;Burgenland;2122735;234154;1888581
2021-06-27T09:30:00+02:00;2;Kärnten;2004600;318576;1686024
2021-06-27T09:30:00+02:00;3;Niederösterreich;10860588;1981489;8879099
2021-06-27T09:30:00+02:00;4;Oberösterreich;8230399;750238;7480161
2021-06-27T09:30:00+02:00;5;Salzburg;3182300;408698;2773602
2021-06-27T09:30:00+02:00;6;Steiermark;7108156;769214;6338942
2021-06-27T09:30:00+02:00;7;Tirol;4945351;989855;3955496
2021-06-27T09:30:00+02:00;8;Vorarlberg;3372599;265298;3107301
2021-06-27T09:30:00+02:00;9;Wien;12199720;6771588;5428132
2021-06-27T09:30:00+02:00;10;Österreich;54026448;12489110;41537338
2021-06-28T09:30:00+02:00;1;Burgenland;2133953;234649;1899304
2021-06-28T09:30:00+02:00;2;Kärnten;2004662;318638;1686024
2021-06-28T09:30:00+02:00;3;Niederösterreich;10946930;1984462;8962468
2021-06-28T09:30:00+02:00;4;Oberösterreich;8309730;750742;7558988
2021-06-28T09:30:00+02:00;5;Salzburg;3210537;408888;2801649
2021-06-28T09:30:00+02:00;6;Steiermark;7168756;770261;6398495
2021-06-28T09:30:00+02:00;7;Tirol;4953109;990375;3962734
2021-06-28T09:30:00+02:00;8;Vorarlberg;3391186;265355;3125831
2021-06-28T09:30:00+02:00;9;Wien;12335199;6836966;5498233
2021-06-28T09:30:00+02:00;10;Österreich;54454062;12560336;41893726
2021-06-29T09:30:00+02:00;1;Burgenland;2146251;234885;1911366
2021-06-29T09:30:00+02:00;2;Kärnten;2004843;318819;1686024
2021-06-29T09:30:00+02:00;3;Niederösterreich;11017403;1987333;9030070
2021-06-29T09:30:00+02:00;4;Oberösterreich;8364849;751415;7613434
2021-06-29T09:30:00+02:00;5;Salzburg;3243318;409725;2833593
2021-06-29T09:30:00+02:00;6;Steiermark;7229806;770916;6458890
2021-06-29T09:30:00+02:00;7;Tirol;4959296;991365;3967931
2021-06-29T09:30:00+02:00;8;Vorarlberg;3409273;265488;3143785
2021-06-29T09:30:00+02:00;9;Wien;12429991;6901709;5528282
2021-06-29T09:30:00+02:00;10;Österreich;54805030;12631655;42173375
2021-06-30T09:30:00+02:00;1;Burgenland;2155121;235023;1920098
2021-06-30T09:30:00+02:00;2;Kärnten;2005306;319282;1686024
2021-06-30T09:30:00+02:00;3;Niederösterreich;11067509;1989629;9077880
2021-06-30T09:30:00+02:00;4;Oberösterreich;8409696;752165;7657531
2021-06-30T09:30:00+02:00;5;Salzburg;3262409;410585;2851824
2021-06-30T09:30:00+02:00;6;Steiermark;7293891;771642;6522249
2021-06-30T09:30:00+02:00;7;Tirol;4964111;992145;3971966
2021-06-30T09:30:00+02:00;8;Vorarlberg;3421341;265664;3155677
2021-06-30T09:30:00+02:00;9;Wien;12516893;6958825;5558068
2021-06-30T09:30:00+02:00;10;Österreich;55096277;12694960;42401317
2021-07-01T09:30:00+02:00;1;Burgenland;2160674;235316;1925358
2021-07-01T09:30:00+02:00;2;Kärnten;2005566;319542;1686024
2021-07-01T09:30:00+02:00;3;Niederösterreich;11138987;1993143;9145844
2021-07-01T09:30:00+02:00;4;Oberösterreich;8464089;752616;7711473
2021-07-01T09:30:00+02:00;5;Salzburg;3283950;411461;2872489
2021-07-01T09:30:00+02:00;6;Steiermark;7342067;772364;6569703
2021-07-01T09:30:00+02:00;7;Tirol;5066736;992840;4073896
2021-07-01T09:30:00+02:00;8;Vorarlberg;3435819;265755;3170064
2021-07-01T09:30:00+02:00;9;Wien;12601512;7014556;5586956
2021-07-01T09:30:00+02:00;10;Österreich;55499400;12757593;42741807
2021-07-02T09:30:00+02:00;1;Burgenland;2166515;235628;1930887
2021-07-02T09:30:00+02:00;2;Kärnten;2005704;319680;1686024
2021-07-02T09:30:00+02:00;3;Niederösterreich;11200979;1996284;9204695
2021-07-02T09:30:00+02:00;4;Oberösterreich;8515835;753295;7762540
2021-07-02T09:30:00+02:00;5;Salzburg;3306333;412353;2893980
2021-07-02T09:30:00+02:00;6;Steiermark;7389459;772916;6616543
2021-07-02T09:30:00+02:00;7;Tirol;5073133;993638;4079495
2021-07-02T09:30:00+02:00;8;Vorarlberg;3449291;265857;3183434
2021-07-02T09:30:00+02:00;9;Wien;12698933;7084058;5614875
2021-07-02T09:30:00+02:00;10;Österreich;55806182;12833709;42972473
2021-07-03T09:30:00+02:00;1;Burgenland;2192030;235866;1956164
2021-07-03T09:30:00+02:00;2;Kärnten;2005838;319814;1686024
2021-07-03T09:30:00+02:00;3;Niederösterreich;11272519;1999971;9272548
2021-07-03T09:30:00+02:00;4;Oberösterreich;8592464;753643;7838821
2021-07-03T09:30:00+02:00;5;Salzburg;3335947;412552;2923395
2021-07-03T09:30:00+02:00;6;Steiermark;7464225;773219;6691006
2021-07-03T09:30:00+02:00;7;Tirol;5083147;994120;4089027
2021-07-03T09:30:00+02:00;8;Vorarlberg;3470674;265944;3204730
2021-07-03T09:30:00+02:00;9;Wien;12808039;7161043;5646996
2021-07-03T09:30:00+02:00;10;Österreich;56224883;12916172;43308711
2021-07-04T09:30:00+02:00;1;Burgenland;2203993;236305;1967688
2021-07-04T09:30:00+02:00;2;Kärnten;2005860;319836;1686024
2021-07-04T09:30:00+02:00;3;Niederösterreich;11351880;2002541;9349339
2021-07-04T09:30:00+02:00;4;Oberösterreich;8677150;753973;7923177
2021-07-04T09:30:00+02:00;5;Salzburg;3369518;412641;2956877
2021-07-04T09:30:00+02:00;6;Steiermark;7538743;773354;6765389
2021-07-04T09:30:00+02:00;7;Tirol;5091156;994389;4096767
2021-07-04T09:30:00+02:00;8;Vorarlberg;3489689;266018;3223671
2021-07-04T09:30:00+02:00;9;Wien;12887825;7209068;5678757
2021-07-04T09:30:00+02:00;10;Österreich;56615814;12968125;43647689
2021-07-05T09:30:00+02:00;1;Burgenland;2216063;236423;1979640
2021-07-05T09:30:00+02:00;2;Kärnten;2005946;319922;1686024
2021-07-05T09:30:00+02:00;3;Niederösterreich;11425791;2005202;9420589
2021-07-05T09:30:00+02:00;4;Oberösterreich;8748457;754298;7994159
2021-07-05T09:30:00+02:00;5;Salzburg;3393921;412799;2981122
2021-07-05T09:30:00+02:00;6;Steiermark;7588389;773842;6814547
2021-07-05T09:30:00+02:00;7;Tirol;5098875;994733;4104142
2021-07-05T09:30:00+02:00;8;Vorarlberg;3503656;266059;3237597
2021-07-05T09:30:00+02:00;9;Wien;12956818;7245493;5711325
2021-07-05T09:30:00+02:00;10;Österreich;56937916;13008771;43929145
2021-07-06T09:30:00+02:00;1;Burgenland;2227078;236668;1990410
2021-07-06T09:30:00+02:00;2;Kärnten;2026456;320152;1706304
2021-07-06T09:30:00+02:00;3;Niederösterreich;11497689;2007836;9489853
2021-07-06T09:30:00+02:00;4;Oberösterreich;8804234;754778;8049456
2021-07-06T09:30:00+02:00;5;Salzburg;3423985;413394;3010591
2021-07-06T09:30:00+02:00;6;Steiermark;7642510;774070;6868440
2021-07-06T09:30:00+02:00;7;Tirol;5105827;995267;4110560
2021-07-06T09:30:00+02:00;8;Vorarlberg;3518471;266124;3252347
2021-07-06T09:30:00+02:00;9;Wien;13039047;7303311;5735736
2021-07-06T09:30:00+02:00;10;Österreich;57285297;13071600;44213697
2021-07-07T09:30:00+02:00;1;Burgenland;2239293;236920;2002373
2021-07-07T09:30:00+02:00;2;Kärnten;2027343;320348;1706995
2021-07-07T09:30:00+02:00;3;Niederösterreich;11568680;2010400;9558280
2021-07-07T09:30:00+02:00;4;Oberösterreich;8864096;755387;8108709
2021-07-07T09:30:00+02:00;5;Salzburg;3448373;414222;3034151
2021-07-07T09:30:00+02:00;6;Steiermark;7707500;775864;6931636
2021-07-07T09:30:00+02:00;7;Tirol;5111796;995934;4115862
2021-07-07T09:30:00+02:00;8;Vorarlberg;3532307;266210;3266097
2021-07-07T09:30:00+02:00;9;Wien;13121897;7362422;5759475
2021-07-07T09:30:00+02:00;10;Österreich;57621285;13137707;44483578
2021-07-08T09:30:00+02:00;1;Burgenland;2249689;237135;2012554
2021-07-08T09:30:00+02:00;2;Kärnten;2027526;320531;1706995
2021-07-08T09:30:00+02:00;3;Niederösterreich;11635393;2013841;9621552
2021-07-08T09:30:00+02:00;4;Oberösterreich;8920037;755919;8164118
2021-07-08T09:30:00+02:00;5;Salzburg;3472626;414955;3057671
2021-07-08T09:30:00+02:00;6;Steiermark;7760470;776493;6983977
2021-07-08T09:30:00+02:00;7;Tirol;5184975;996493;4188482
2021-07-08T09:30:00+02:00;8;Vorarlberg;3547051;266266;3280785
2021-07-08T09:30:00+02:00;9;Wien;13206040;7422786;5783254
2021-07-08T09:30:00+02:00;10;Österreich;58003807;13204419;44799388
2021-07-09T09:30:00+02:00;1;Burgenland;2261862;237387;2024475
2021-07-09T09:30:00+02:00;2;Kärnten;2027616;320621;1706995
2021-07-09T09:30:00+02:00;3;Niederösterreich;11699461;2016826;9682635
2021-07-09T09:30:00+02:00;4;Oberösterreich;8972783;756425;8216358
2021-07-09T09:30:00+02:00;5;Salzburg;3496858;415810;3081048
2021-07-09T09:30:00+02:00;6;Steiermark;7819271;777047;7042224
2021-07-09T09:30:00+02:00;7;Tirol;5192544;997236;4195308
2021-07-09T09:30:00+02:00;8;Vorarlberg;3561206;266362;3294844
2021-07-09T09:30:00+02:00;9;Wien;13286436;7479627;5806809
2021-07-09T09:30:00+02:00;10;Österreich;58318037;13267341;45050696
2021-07-10T09:30:00+02:00;1;Burgenland;2280028;237460;2042568
2021-07-10T09:30:00+02:00;2;Kärnten;2027758;320763;1706995
2021-07-10T09:30:00+02:00;3;Niederösterreich;11774404;2017489;9756915
2021-07-10T09:30:00+02:00;4;Oberösterreich;9053410;757120;8296290
2021-07-10T09:30:00+02:00;5;Salzburg;3530403;416314;3114089
2021-07-10T09:30:00+02:00;6;Steiermark;7898719;777484;7121235
2021-07-10T09:30:00+02:00;7;Tirol;5203048;997909;4205139
2021-07-10T09:30:00+02:00;8;Vorarlberg;3584352;266535;3317817
2021-07-10T09:30:00+02:00;9;Wien;13379811;7546244;5833567
2021-07-10T09:30:00+02:00;10;Österreich;58731933;13337318;45394615
2021-07-11T09:30:00+02:00;1;Burgenland;2294319;237643;2056676
2021-07-11T09:30:00+02:00;2;Kärnten;2027837;320842;1706995
2021-07-11T09:30:00+02:00;3;Niederösterreich;11859932;2020314;9839618
2021-07-11T09:30:00+02:00;4;Oberösterreich;9139090;757423;8381667
2021-07-11T09:30:00+02:00;5;Salzburg;3565844;416430;3149414
2021-07-11T09:30:00+02:00;6;Steiermark;7976126;777627;7198499
2021-07-11T09:30:00+02:00;7;Tirol;5213119;998284;4214835
2021-07-11T09:30:00+02:00;8;Vorarlberg;3605956;266596;3339360
2021-07-11T09:30:00+02:00;9;Wien;13461676;7600119;5861557
2021-07-11T09:30:00+02:00;10;Österreich;59143899;13395278;45748621
2021-07-12T09:30:00+02:00;1;Burgenland;2303797;237779;2066018
2021-07-12T09:30:00+02:00;2;Kärnten;2027934;320939;1706995
2021-07-12T09:30:00+02:00;3;Niederösterreich;11921741;2023332;9898409
2021-07-12T09:30:00+02:00;4;Oberösterreich;9207415;757835;8449580
2021-07-12T09:30:00+02:00;5;Salzburg;3589262;416589;3172673
2021-07-12T09:30:00+02:00;6;Steiermark;8025027;778071;7246956
2021-07-12T09:30:00+02:00;7;Tirol;5221869;998904;4222965
2021-07-12T09:30:00+02:00;8;Vorarlberg;3621793;266636;3355157
2021-07-12T09:30:00+02:00;9;Wien;13501183;7616472;5884711
2021-07-12T09:30:00+02:00;10;Österreich;59420021;13416557;46003464
2021-07-13T09:30:00+02:00;1;Burgenland;2315231;237929;2077302
2021-07-13T09:30:00+02:00;2;Kärnten;2028134;321139;1706995
2021-07-13T09:30:00+02:00;3;Niederösterreich;11983442;2026280;9957162
2021-07-13T09:30:00+02:00;4;Oberösterreich;9268564;758434;8510130
2021-07-13T09:30:00+02:00;5;Salzburg;3631403;417375;3214028
2021-07-13T09:30:00+02:00;6;Steiermark;8091563;779339;7312224
2021-07-13T09:30:00+02:00;7;Tirol;5230166;999697;4230469
2021-07-13T09:30:00+02:00;8;Vorarlberg;3639021;266697;3372324
2021-07-13T09:30:00+02:00;9;Wien;13578972;7670876;5908096
2021-07-13T09:30:00+02:00;10;Österreich;59766496;13477766;46288730
2021-07-14T09:30:00+02:00;1;Burgenland;2325669;238406;2087263
2021-07-14T09:30:00+02:00;2;Kärnten;2028258;321263;1706995
2021-07-14T09:30:00+02:00;3;Niederösterreich;12038291;2028591;10009700
2021-07-14T09:30:00+02:00;4;Oberösterreich;9285055;759078;8525977
2021-07-14T09:30:00+02:00;5;Salzburg;3654719;418233;3236486
2021-07-14T09:30:00+02:00;6;Steiermark;8160815;780031;7380784
2021-07-14T09:30:00+02:00;7;Tirol;5237486;1000687;4236799
2021-07-14T09:30:00+02:00;8;Vorarlberg;3652329;266788;3385541
2021-07-14T09:30:00+02:00;9;Wien;13665654;7736770;5928884
2021-07-14T09:30:00+02:00;10;Österreich;60048276;13549847;46498429
2021-07-15T09:30:00+02:00;1;Burgenland;2335203;238679;2096524
2021-07-15T09:30:00+02:00;2;Kärnten;2412999;321788;2091211
2021-07-15T09:30:00+02:00;3;Niederösterreich;12099340;2031797;10067543
2021-07-15T09:30:00+02:00;4;Oberösterreich;9386949;759649;8627300
2021-07-15T09:30:00+02:00;5;Salzburg;3681659;419082;3262577
2021-07-15T09:30:00+02:00;6;Steiermark;8216717;780724;7435993
2021-07-15T09:30:00+02:00;7;Tirol;5277624;1001563;4276061
2021-07-15T09:30:00+02:00;8;Vorarlberg;3667742;266871;3400871
2021-07-15T09:30:00+02:00;9;Wien;13699486;7755339;5944147
2021-07-15T09:30:00+02:00;10;Österreich;60777719;13575492;47202227
2021-07-16T09:30:00+02:00;1;Burgenland;2345173;238833;2106340
2021-07-16T09:30:00+02:00;2;Kärnten;2413306;322095;2091211
2021-07-16T09:30:00+02:00;3;Niederösterreich;12154232;2034859;10119373
2021-07-16T09:30:00+02:00;4;Oberösterreich;9448210;760236;8687974
2021-07-16T09:30:00+02:00;5;Salzburg;3708698;420085;3288613
2021-07-16T09:30:00+02:00;6;Steiermark;8272861;781603;7491258
2021-07-16T09:30:00+02:00;7;Tirol;5285321;1002424;4282897
2021-07-16T09:30:00+02:00;8;Vorarlberg;3682921;266961;3415960
2021-07-16T09:30:00+02:00;9;Wien;13809541;7843307;5966234
2021-07-16T09:30:00+02:00;10;Österreich;61120263;13670403;47449860
2021-07-17T09:30:00+02:00;1;Burgenland;2362550;238865;2123685
2021-07-17T09:30:00+02:00;2;Kärnten;2413435;322224;2091211
2021-07-17T09:30:00+02:00;3;Niederösterreich;12231758;2037920;10193838
2021-07-17T09:30:00+02:00;4;Oberösterreich;9535248;760937;8774311
2021-07-17T09:30:00+02:00;5;Salzburg;3742475;420576;3321899
2021-07-17T09:30:00+02:00;6;Steiermark;8349779;782031;7567748
2021-07-17T09:30:00+02:00;7;Tirol;5296672;1003518;4293154
2021-07-17T09:30:00+02:00;8;Vorarlberg;3703578;267087;3436491
2021-07-17T09:30:00+02:00;9;Wien;13894039;7904335;5989704
2021-07-17T09:30:00+02:00;10;Österreich;61529534;13737493;47792041
2021-07-18T09:30:00+02:00;1;Burgenland;2374580;239012;2135568
2021-07-18T09:30:00+02:00;2;Kärnten;2413518;322307;2091211
2021-07-18T09:30:00+02:00;3;Niederösterreich;12306195;2040908;10265287
2021-07-18T09:30:00+02:00;4;Oberösterreich;9622001;761338;8860663
2021-07-18T09:30:00+02:00;5;Salzburg;3775832;420935;3354897
2021-07-18T09:30:00+02:00;6;Steiermark;8422590;782535;7640055
2021-07-18T09:30:00+02:00;7;Tirol;5306414;1004294;4302120
2021-07-18T09:30:00+02:00;8;Vorarlberg;3723417;267196;3456221
2021-07-18T09:30:00+02:00;9;Wien;13953387;7942197;6011190
2021-07-18T09:30:00+02:00;10;Österreich;61897934;13780722;48117212
2021-07-19T09:30:00+02:00;1;Burgenland;2386653;239217;2147436
2021-07-19T09:30:00+02:00;2;Kärnten;2413708;322497;2091211
2021-07-19T09:30:00+02:00;3;Niederösterreich;12358842;2043991;10314851
2021-07-19T09:30:00+02:00;4;Oberösterreich;9685060;761991;8923069
2021-07-19T09:30:00+02:00;5;Salzburg;3796349;421279;3375070
2021-07-19T09:30:00+02:00;6;Steiermark;8464030;783299;7680731
2021-07-19T09:30:00+02:00;7;Tirol;5314375;1005022;4309353
2021-07-19T09:30:00+02:00;8;Vorarlberg;3736595;267277;3469318
2021-07-19T09:30:00+02:00;9;Wien;14004832;7971622;6033210
2021-07-19T09:30:00+02:00;10;Österreich;62160444;13816195;48344249
2021-07-20T09:30:00+02:00;1;Burgenland;2396215;239366;2156849
2021-07-20T09:30:00+02:00;2;Kärnten;2543197;322736;2220461
2021-07-20T09:30:00+02:00;3;Niederösterreich;12412216;2047121;10365095
2021-07-20T09:30:00+02:00;4;Oberösterreich;9741255;762746;8978509
2021-07-20T09:30:00+02:00;5;Salzburg;3835737;422454;3413283
2021-07-20T09:30:00+02:00;6;Steiermark;8520301;785246;7735055
2021-07-20T09:30:00+02:00;7;Tirol;5322924;1005963;4316961
2021-07-20T09:30:00+02:00;8;Vorarlberg;3752942;267443;3485499
2021-07-20T09:30:00+02:00;9;Wien;14082118;8030815;6051303
2021-07-20T09:30:00+02:00;10;Österreich;62606905;13883890;48723015
2021-07-21T09:30:00+02:00;1;Burgenland;2405748;239691;2166057
2021-07-21T09:30:00+02:00;2;Kärnten;2546656;323024;2223632
2021-07-21T09:30:00+02:00;3;Niederösterreich;12461872;2049451;10412421
2021-07-21T09:30:00+02:00;4;Oberösterreich;9796808;763542;9033266
2021-07-21T09:30:00+02:00;5;Salzburg;3861348;423395;3437953
2021-07-21T09:30:00+02:00;6;Steiermark;8591433;786181;7805252
2021-07-21T09:30:00+02:00;7;Tirol;5330439;1007018;4323421
2021-07-21T09:30:00+02:00;8;Vorarlberg;3767898;267443;3500455
2021-07-21T09:30:00+02:00;9;Wien;14159277;8093123;6066154
2021-07-21T09:30:00+02:00;10;Österreich;62921479;13952868;48968611
2021-07-22T09:30:00+02:00;1;Burgenland;2414825;239738;2175087
2021-07-22T09:30:00+02:00;2;Kärnten;2547004;323372;2223632
2021-07-22T09:30:00+02:00;3;Niederösterreich;12521663;2053007;10468656
2021-07-22T09:30:00+02:00;4;Oberösterreich;9862860;764184;9098676
2021-07-22T09:30:00+02:00;5;Salzburg;3892072;424560;3467512
2021-07-22T09:30:00+02:00;6;Steiermark;8648183;787097;7861086
2021-07-22T09:30:00+02:00;7;Tirol;5358989;1008007;4350982
2021-07-22T09:30:00+02:00;8;Vorarlberg;3785106;267791;3517315
2021-07-22T09:30:00+02:00;9;Wien;14227187;8145617;6081570
2021-07-22T09:30:00+02:00;10;Österreich;63257889;14013373;49244516
2021-07-23T09:30:00+02:00;1;Burgenland;2424732;240061;2184671
2021-07-23T09:30:00+02:00;2;Kärnten;2547361;323729;2223632
2021-07-23T09:30:00+02:00;3;Niederösterreich;12572713;2056124;10516589
2021-07-23T09:30:00+02:00;4;Oberösterreich;9926548;764946;9161602
2021-07-23T09:30:00+02:00;5;Salzburg;3920707;425123;3495584
2021-07-23T09:30:00+02:00;6;Steiermark;8704450;792284;7912166
2021-07-23T09:30:00+02:00;7;Tirol;5367306;1009676;4357630
2021-07-23T09:30:00+02:00;8;Vorarlberg;3802538;268107;3534431
2021-07-23T09:30:00+02:00;9;Wien;14305095;8207866;6097229
2021-07-23T09:30:00+02:00;10;Österreich;63571450;14087916;49483534
2021-07-24T09:30:00+02:00;1;Burgenland;2438110;240126;2197984
2021-07-24T09:30:00+02:00;2;Kärnten;2547572;323940;2223632
2021-07-24T09:30:00+02:00;3;Niederösterreich;12647340;2059253;10588087
2021-07-24T09:30:00+02:00;4;Oberösterreich;10010539;765655;9244884
2021-07-24T09:30:00+02:00;5;Salzburg;3956618;425366;3531252
2021-07-24T09:30:00+02:00;6;Steiermark;8776396;792618;7983778
2021-07-24T09:30:00+02:00;7;Tirol;5378780;1011688;4367092
